"pitcher","game_year","n_pitches","tunnel_quality_arsenal","tunnel_quartile","tunnel_bucket","avg_xRV","avg_actual_rv","tunneling_plus","percentile"
680744,2024,1209,0.564462707694011,"Q3","50-60%",-0.00922950749016255,-0.00986600496277916,100.7,47.1
684007,2024,7725,0.553106440581606,"Q2","40-50%",-0.00927109116551894,-0.0152508737864078,100.7,47.1
686753,2025,159,0.54466390089398,"Q2","40-50%",-0.00921347397621194,0.0211132075471698,100.7,47.1
686930,2025,1293,0.556641290505028,"Q3","40-50%",-0.00922097169768043,-0.00312064965197216,100.7,47.1
687377,2025,1503,0.591135780573161,"Q4 (Best)","60-70%",-0.00925418125278342,0.00132335329341317,100.7,47.1
692285,2025,864,0.544684373130418,"Q2","40-50%",-0.00920981960283977,-0.0253854166666667,100.7,47.1
694297,2025,8733,0.553354348207013,"Q2","40-50%",-0.0092395793256453,-0.0041501202335967,100.7,47.1
805673,2025,4059,0.572225298779551,"Q4 (Best)","50-60%",-0.00925683180044543,-0.00322246858832225,100.7,47.1
472610,2025,2688,0.561989606563733,"Q3","40-50%",-0.00918301392677888,-0.00986495535714286,100.6,45.7
519326,2025,996,0.560754444037684,"Q3","40-50%",-0.00915303120065077,-0.0203614457831325,100.6,45.7
593334,2023,4938,0.559229528908036,"Q3","40-50%",-0.0091705064803743,-0.013859659781288,100.6,45.7
593576,2024,3021,0.578410156099965,"Q4 (Best)","50-60%",-0.00915727416192893,-0.00907547169811321,100.6,45.7
607179,2025,288,0.605920039460391,"Q4 (Best)","60-70%",-0.00916573846673903,0.0182395833333333,100.6,45.7
621139,2023,270,0.56152075285647,"Q3","40-50%",-0.00913776389077409,-0.0186,100.6,45.7
622259,2024,537,0.582121244041392,"Q4 (Best)","50-60%",-0.00913459962096024,0.0076145251396648,100.6,45.7
622554,2024,3150,0.544075709795997,"Q2","40-50%",-0.00918552227636004,-0.00471333333333333,100.6,45.7
641329,2023,2346,0.547445856561613,"Q2","40-50%",-0.00914286056514028,-0.011576726342711,100.6,45.7
641482,2023,3195,0.55015597006607,"Q2","40-50%",-0.00917907846242899,-0.00743755868544601,100.6,45.7
650895,2024,519,0.547435323210408,"Q2","40-50%",-0.00919084854545462,-0.0149653179190751,100.6,45.7
656605,2024,8544,0.542198589952434,"Q1 (Worst)","40-50%",-0.00917955946804571,-0.00783532303370786,100.6,45.7
656605,2025,8601,0.54574952984598,"Q2","40-50%",-0.00920230819886677,-0.0108789675619114,100.6,45.7
657006,2024,6138,0.564520795288719,"Q3","50-60%",-0.009168384921131,-0.0202487781036168,100.6,45.7
660271,2023,6231,0.524236887564697,"Q1 (Worst)","30-40%",-0.00914419227112575,-0.016042850264805,100.6,45.7
663423,2023,1368,0.576669389327874,"Q4 (Best)","50-60%",-0.0091324210114005,-0.0101820175438596,100.6,45.7
663947,2023,3573,0.549577484779185,"Q2","40-50%",-0.00916955674416679,-0.0248396305625525,100.6,45.7
669674,2024,2103,0.540806423879425,"Q1 (Worst)","30-40%",-0.00917174624177818,-0.0172895863052782,100.6,45.7
669923,2023,8430,0.553240364210288,"Q2","40-50%",-0.00916777742152645,-0.0161754448398577,100.6,45.7
670167,2023,2451,0.56177604932366,"Q3","40-50%",-0.00919592537623807,-0.00733414932680538,100.6,45.7
670167,2024,2685,0.562861203921465,"Q3","40-50%",-0.00915806421180198,-0.0129854748603352,100.6,45.7
670280,2024,3024,0.521642090137275,"Q1 (Worst)","30-40%",-0.00915641654460304,-0.0103382936507937,100.6,45.7
671111,2025,456,0.564567122516132,"Q3","50-60%",-0.00918677995995447,-0.0126513157894737,100.6,45.7
672710,2024,3222,0.54149355858588,"Q1 (Worst)","40-50%",-0.00916196934166839,-0.0096927374301676,100.6,45.7
676680,2025,192,0.558983593937061,"Q3","40-50%",-0.00913880184225491,-0.03221875,100.6,45.7
678316,2025,240,0.575057344623383,"Q4 (Best)","50-60%",-0.00918410659069195,0.0014125,100.6,45.7
680694,2024,2022,0.577593630277996,"Q4 (Best)","50-60%",-0.0091335693358105,-0.0163545994065282,100.6,45.7
681806,2023,1920,0.580696192268631,"Q4 (Best)","50-60%",-0.00913542689659153,-0.0138046875,100.6,45.7
681857,2024,5556,0.547158751110587,"Q2","40-50%",-0.00917195601817461,-0.0152634989200864,100.6,45.7
686613,2023,8154,0.572701729661968,"Q4 (Best)","50-60%",-0.00916653485707321,-0.0023635025754231,100.6,45.7
687792,2024,4740,0.537672559382325,"Q1 (Worst)","30-40%",-0.0091382355682371,-0.0131063291139241,100.6,45.7
695418,2025,6378,0.564523177792673,"Q3","50-60%",-0.00916568061972115,-0.00822859830667921,100.6,45.7
701121,2025,528,0.561459453486739,"Q3","40-50%",-0.00915635316381337,0.002375,100.6,45.7
806185,2024,4164,0.549497054046811,"Q2","40-50%",-0.00913753349318632,-0.00678025936599424,100.6,45.7
477132,2025,5049,0.535350260125138,"Q1 (Worst)","30-40%",-0.00907268003705759,-0.0142941176470588,100.5,44.6
543518,2024,1731,0.583641199300128,"Q4 (Best)","50-60%",-0.00912605457559092,0.000481802426343154,100.5,44.6
571510,2025,8238,0.542103210446993,"Q1 (Worst)","40-50%",-0.00905336942629254,-0.0162345229424618,100.5,44.6
573124,2025,2676,0.525223750876164,"Q1 (Worst)","30-40%",-0.00907584466687793,-0.00671188340807175,100.5,44.6
605177,2025,1830,0.608623584752559,"Q4 (Best)","70-80%",-0.00905409992050349,-0.0151098360655738,100.5,44.6
605507,2025,171,0.51756118417778,"Q1 (Worst)","20-30%",-0.00909686304357979,-0.0418771929824561,100.5,44.6
606160,2023,3753,0.61984540180208,"Q4 (Best)","70-80%",-0.00906153055995374,0.00160511590727418,100.5,44.6
608723,2024,2922,0.547091414133269,"Q2","40-50%",-0.00907572149379016,-0.0159722792607803,100.5,44.6
622072,2023,5064,0.564275480460231,"Q3","50-60%",-0.00908007527847352,-0.00890343601895735,100.5,44.6
622554,2025,3303,0.547448484844162,"Q2","40-50%",-0.00912637357405558,-0.0129436875567666,100.5,44.6
641755,2024,3513,0.544340008674833,"Q2","40-50%",-0.0090900960476217,-0.00481298035866781,100.5,44.6
656605,2023,9336,0.538065073051129,"Q1 (Worst)","30-40%",-0.00908244076531107,-0.00980848329048843,100.5,44.6
666364,2023,1176,0.577136373743482,"Q4 (Best)","50-60%",-0.00905370139474014,-0.000344387755102041,100.5,44.6
667755,2025,8352,0.527411055256074,"Q1 (Worst)","30-40%",-0.00911601131332614,-0.0106160201149425,100.5,44.6
669372,2024,1533,0.571484822293436,"Q4 (Best)","50-60%",-0.00910466613264992,-0.00467318982387476,100.5,44.6
669467,2024,5796,0.553509120888014,"Q2","40-50%",-0.00912931205632395,-0.0161325051759834,100.5,44.6
672782,2025,3297,0.550925594461484,"Q2","40-50%",-0.0091189101854099,-0.00629026387625114,100.5,44.6
676083,2024,525,0.554403501773639,"Q2","40-50%",-0.00910533268632467,0.04712,100.5,44.6
676083,2025,4863,0.554539926412859,"Q2","40-50%",-0.00906248733064279,-0.0147402837754473,100.5,44.6
676477,2024,957,0.540524118503826,"Q1 (Worst)","30-40%",-0.00906026703413199,-0.0184169278996865,100.5,44.6
680983,2023,87,0.555873285841315,"Q3","40-50%",-0.00908198434626684,-0.00924137931034483,100.5,44.6
682990,2025,7404,0.551864458555942,"Q2","40-50%",-0.00907179128713203,-0.00899068071312804,100.5,44.6
686753,2023,2019,0.535584235669755,"Q1 (Worst)","30-40%",-0.00906820878636496,-0.0087815750371471,100.5,44.6
688107,2024,1197,0.547719743044365,"Q2","40-50%",-0.00905694055136405,-0.0246290726817043,100.5,44.6
694037,2024,789,0.54811804502054,"Q2","40-50%",-0.00905395093676723,-0.00919771863117871,100.5,44.6
700241,2025,4395,0.583823377210919,"Q4 (Best)","50-60%",-0.00912828902699949,-0.00605324232081911,100.5,44.6
702070,2025,6492,0.544450054733477,"Q2","40-50%",-0.00908332054381165,-0.0158146950092421,100.5,44.6
829272,2025,2013,0.538914159297101,"Q1 (Worst)","30-40%",-0.00910530692617369,0.00096274217585693,100.5,44.6
502202,2023,1014,0.584074026443995,"Q4 (Best)","50-60%",-0.00903731096530238,-0.0084792899408284,100.4,43.8
543056,2025,2157,0.539165213266658,"Q1 (Worst)","30-40%",-0.00902203595525434,-0.0202489568845619,100.4,43.8
543594,2023,186,0.567871009048072,"Q3","50-60%",-0.00897920889838133,0.0537741935483871,100.4,43.8
605182,2023,6294,0.542869095687984,"Q1 (Worst)","40-50%",-0.009044808684387,-0.0126820781696854,100.4,43.8
664129,2023,198,0.529652237806845,"Q1 (Worst)","30-40%",-0.00899270416950017,-0.00954545454545455,100.4,43.8
664192,2024,516,0.569726392421165,"Q4 (Best)","50-60%",-0.009027360115714,-0.00852325581395349,100.4,43.8
664299,2025,1851,0.545333548740961,"Q2","40-50%",-0.00904572798764702,-0.0110453808752026,100.4,43.8
666818,2024,687,0.561189056163825,"Q3","40-50%",-0.00899315319857997,0.0247379912663755,100.4,43.8
668716,2025,1170,0.581442449104157,"Q4 (Best)","50-60%",-0.00902414680010854,0.00287179487179487,100.4,43.8
669105,2023,285,0.55404098723424,"Q2","40-50%",-0.00901836771181,0.0188,100.4,43.8
669456,2024,498,0.550518285992596,"Q2","40-50%",-0.00902836594530045,-0.0114156626506024,100.4,43.8
674841,2025,1242,0.528678029304693,"Q1 (Worst)","30-40%",-0.00900922981350599,-0.0139251207729469,100.4,43.8
676106,2024,3039,0.570834951851358,"Q4 (Best)","50-60%",-0.00898087761467775,-0.0084284304047384,100.4,43.8
677865,2024,297,0.579698254777646,"Q4 (Best)","50-60%",-0.00900314086601326,0.00868686868686869,100.4,43.8
681190,2024,5052,0.548394514423014,"Q2","40-50%",-0.00904555655605715,-0.00186698337292162,100.4,43.8
681293,2024,7503,0.541879021805057,"Q1 (Worst)","40-50%",-0.00900817031812339,-0.00698720511795282,100.4,43.8
686799,2025,5574,0.537983549286414,"Q1 (Worst)","30-40%",-0.00900968804686797,0.00263186221743811,100.4,43.8
700249,2024,4167,0.539610475520761,"Q1 (Worst)","30-40%",-0.00901652844930532,-0.00605255579553636,100.4,43.8
455119,2024,1953,0.581447604669317,"Q4 (Best)","50-60%",-0.00892405356072174,-0.0168233486943164,100.3,42.9
518876,2025,8496,0.567162872984735,"Q3","50-60%",-0.00894058881231823,-0.0143898305084746,100.3,42.9
543101,2025,1887,0.551536239943482,"Q2","40-50%",-0.00891389090553646,0.00112877583465819,100.3,42.9
605397,2023,4641,0.56520834208734,"Q3","50-60%",-0.00893796947582058,-0.016694246929541,100.3,42.9
605400,2024,9567,0.553470041861524,"Q2","40-50%",-0.00897294545109607,-0.00869896519285042,100.3,42.9
607625,2024,9333,0.540940524319908,"Q1 (Worst)","30-40%",-0.00895063993241877,-0.0168045644487303,100.3,42.9
656186,2024,237,0.618312930610831,"Q4 (Best)","70-80%",-0.00894803867735782,0.0155189873417722,100.3,42.9
656353,2024,192,0.535311984841807,"Q1 (Worst)","30-40%",-0.00895023850353027,-0.033359375,100.3,42.9
663531,2024,1392,0.566414893102207,"Q3","50-60%",-0.00890345463323746,-0.00829956896551724,100.3,42.9
663941,2025,2451,0.519798225749392,"Q1 (Worst)","30-40%",-0.00890229626425064,-0.0179192166462668,100.3,42.9
664139,2024,87,0.595705983925643,"Q4 (Best)","60-70%",-0.00896260837606829,-0.0428620689655172,100.3,42.9
665734,2023,744,0.544936701718704,"Q2","40-50%",-0.00890477205028571,-0.0238104838709677,100.3,42.9
668909,2024,4083,0.549099818456922,"Q2","40-50%",-0.00890274566720415,-0.0105363703159442,100.3,42.9
668909,2025,8742,0.543684701564687,"Q2","40-50%",-0.00890680261842396,-0.0119210706932052,100.3,42.9
668964,2024,6450,0.552870975404886,"Q2","40-50%",-0.00895984748756577,-0.0123846511627907,100.3,42.9
669212,2023,3567,0.565166034854462,"Q3","50-60%",-0.00892211700892142,-0.00786963835155593,100.3,42.9
671111,2023,1137,0.558981884828571,"Q3","40-50%",-0.00894670089547859,-0.00923218997361478,100.3,42.9
672715,2023,1149,0.544133983780911,"Q2","40-50%",-0.00896743836593978,-0.00273107049608355,100.3,42.9
672782,2023,66,0.521268312079909,"Q1 (Worst)","30-40%",-0.00894393687221137,-0.0435,100.3,42.9
674003,2024,3525,0.558943593075644,"Q3","40-50%",-0.00892812563029014,-0.0172527659574468,100.3,42.9
682990,2023,2580,0.563632039636805,"Q3","50-60%",-0.00890486085655687,0.00470697674418605,100.3,42.9
686730,2025,735,0.555334101530763,"Q2","40-50%",-0.00895280715158893,-0.00120408163265306,100.3,42.9
687424,2025,387,0.601016529349457,"Q4 (Best)","60-70%",-0.00890680135529156,0.0302170542635659,100.3,42.9
518617,2024,1779,0.528253203575729,"Q1 (Worst)","30-40%",-0.0088966434704519,-0.00386846543001686,100.2,42
542888,2025,3309,0.549086107593324,"Q2","40-50%",-0.00883705611253792,-0.0273182230281052,100.2,42
543766,2023,2319,0.544141575807946,"Q2","40-50%",-0.00885137458583238,-0.0121798188874515,100.2,42
571760,2024,8166,0.557355243091236,"Q3","40-50%",-0.00887534437890527,-0.00856796473181484,100.2,42
592791,2023,7584,0.563472579741921,"Q3","40-50%",-0.00882530062805719,-0.00708900316455696,100.2,42
596001,2023,4083,0.564235093363845,"Q3","50-60%",-0.00882993719480147,-0.00535415135929464,100.2,42
605130,2023,3585,0.550064891265361,"Q2","40-50%",-0.00888410371405664,-0.0154627615062761,100.2,42
605218,2025,270,0.559291668205307,"Q3","40-50%",-0.00887776513490179,-0.0166222222222222,100.2,42
606930,2023,609,0.577891349774821,"Q4 (Best)","50-60%",-0.0088842046176705,0.00134975369458128,100.2,42
607259,2024,6363,0.583249155255972,"Q4 (Best)","50-60%",-0.00889627375934828,-0.0165426685525695,100.2,42
641401,2023,1632,0.593406384954588,"Q4 (Best)","60-70%",-0.00882649604516379,-0.00399080882352941,100.2,42
641401,2025,2520,0.584741730841951,"Q4 (Best)","50-60%",-0.00885037838344856,-0.000301190476190476,100.2,42
642546,2024,2283,0.546825452468401,"Q2","40-50%",-0.00886598887096271,-0.00491721419185282,100.2,42
656257,2025,189,0.533949961597109,"Q1 (Worst)","30-40%",-0.0088972440654678,0.0226666666666667,100.2,42
660896,2025,3174,0.535770216117084,"Q1 (Worst)","30-40%",-0.00886033792110862,0.00491493383742911,100.2,42
664079,2024,459,0.542034539908801,"Q1 (Worst)","40-50%",-0.0088891008475246,-0.00328104575163399,100.2,42
664744,2023,60,0.572432599369171,"Q4 (Best)","50-60%",-0.00886423121555708,-0.0275,100.2,42
669854,2024,8253,0.567689153253295,"Q3","50-60%",-0.00885242390265161,-0.017196292257361,100.2,42
671106,2023,6360,0.563193028078357,"Q3","40-50%",-0.0088751851863255,-0.00651415094339623,100.2,42
671737,2024,6882,0.546308358973875,"Q2","40-50%",-0.00884007865004569,-0.00978770706190061,100.2,42
678024,2025,4938,0.544267546065212,"Q2","40-50%",-0.0088285972742243,-0.0155589307411908,100.2,42
681892,2023,558,0.538163322530768,"Q1 (Worst)","30-40%",-0.00882811650542432,-0.0209731182795699,100.2,42
450203,2023,8520,0.546862673038845,"Q2","40-50%",-0.0088097887998949,-0.00960985915492958,100.1,41.1
453286,2023,7392,0.549849597973734,"Q2","40-50%",-0.00878506362642519,-0.0124492694805195,100.1,41.1
543859,2024,4128,0.570662410774446,"Q4 (Best)","50-60%",-0.00878225843068591,-0.012906976744186,100.1,41.1
592454,2023,2052,0.570479319045326,"Q4 (Best)","50-60%",-0.00876411295162701,-0.0183684210526316,100.1,41.1
605177,2024,2850,0.610838700773611,"Q4 (Best)","70-80%",-0.00876393236225627,-0.00770105263157895,100.1,41.1
605347,2024,2406,0.546234914386317,"Q2","40-50%",-0.00874724977795739,-0.0149650872817955,100.1,41.1
607216,2023,240,0.546681701145413,"Q2","40-50%",-0.008756676538178,-0.0202625,100.1,41.1
608717,2025,1218,0.538241753936389,"Q1 (Worst)","30-40%",-0.00882052954885994,0.0117413793103448,100.1,41.1
656234,2023,4140,0.546277526644,"Q2","40-50%",-0.00876677650125519,-0.0102659420289855,100.1,41.1
657024,2024,1995,0.5899688793009,"Q4 (Best)","60-70%",-0.00880225169165165,-0.00180300751879699,100.1,41.1
657424,2023,336,0.579766166853841,"Q4 (Best)","50-60%",-0.00875031611745466,2.67857142857149e-05,100.1,41.1
666204,2023,1203,0.552143834612639,"Q2","40-50%",-0.00879078529831354,-0.0198229426433915,100.1,41.1
666214,2025,5445,0.561187451366823,"Q3","40-50%",-0.00880968554799836,-0.00510247933884297,100.1,41.1
668338,2023,669,0.58221973191255,"Q4 (Best)","50-60%",-0.0088065846125186,-0.0117309417040359,100.1,41.1
668678,2025,9402,0.573523515077262,"Q4 (Best)","50-60%",-0.00877907731242844,-0.00869017230376516,100.1,41.1
671131,2025,4017,0.542939386675558,"Q1 (Worst)","40-50%",-0.00877495031136175,0.00258775205377147,100.1,41.1
676714,2024,1050,0.589910621489486,"Q4 (Best)","60-70%",-0.00879558163426866,0.01806,100.1,41.1
684320,2024,4503,0.542770516751883,"Q1 (Worst)","40-50%",-0.00880961477413415,-0.00993537641572285,100.1,41.1
686973,2024,2676,0.553739367184198,"Q2","40-50%",-0.00879899538957711,0.00537556053811659,100.1,41.1
687911,2025,3129,0.577104654155428,"Q4 (Best)","50-60%",-0.00877855198359699,-0.0166174496644295,100.1,41.1
700249,2025,5913,0.539420041519156,"Q1 (Worst)","30-40%",-0.00876097086277911,-0.000842212075088787,100.1,41.1
700270,2025,165,0.532102317648107,"Q1 (Worst)","30-40%",-0.00875652390267615,0.0117818181818182,100.1,41.1
458681,2024,6108,0.56346137523218,"Q3","40-50%",-0.00870301897873582,-0.00805795677799607,100,40.3
519293,2024,2013,0.563957734479803,"Q3","50-60%",-0.00873144857990693,-0.00536363636363636,100,40.3
573186,2024,7971,0.559303340059722,"Q3","40-50%",-0.00869764333476996,-0.00309220925856229,100,40.3
573204,2024,2610,0.547494405443224,"Q2","40-50%",-0.00870858956819658,-0.0106563218390805,100,40.3
600917,2025,687,0.561359421687646,"Q3","40-50%",-0.00866960970524497,0.0123973799126638,100,40.3
622103,2024,216,0.546522500993338,"Q2","40-50%",-0.00868510510311656,-0.0162361111111111,100,40.3
640455,2025,3270,0.570105916657323,"Q4 (Best)","50-60%",-0.00872395935865149,-0.00574678899082569,100,40.3
641154,2025,3774,0.578370748285039,"Q4 (Best)","50-60%",-0.00872506938260441,-0.0169682034976153,100,40.3
643493,2023,2229,0.589151607414101,"Q4 (Best)","60-70%",-0.00873309286258153,-0.0134522207267833,100,40.3
663992,2025,663,0.589776793192121,"Q4 (Best)","60-70%",-0.00866977317149148,-0.0016289592760181,100,40.3
664948,2025,345,0.549539687965317,"Q2","40-50%",-0.00869947640518228,0.00351304347826087,100,40.3
666159,2023,3540,0.542230832408588,"Q1 (Worst)","40-50%",-0.00867954341521323,-0.0183771186440678,100,40.3
669194,2024,7218,0.558836251368081,"Q3","40-50%",-0.0087360702117873,-0.00769866999168745,100,40.3
683769,2025,3147,0.573611369929167,"Q4 (Best)","50-60%",-0.00869369343875295,-0.0136406101048618,100,40.3
685126,2024,324,0.580066713223806,"Q4 (Best)","50-60%",-0.00873353397980315,-0.0196574074074074,100,40.3
686294,2023,1374,0.571677706546845,"Q4 (Best)","50-60%",-0.00870329438230447,0.0106834061135371,100,40.3
689672,2024,2163,0.570003576731838,"Q4 (Best)","50-60%",-0.00871594032523894,-0.0100429958391123,100,40.3
694297,2023,4827,0.557648110399989,"Q3","40-50%",-0.00872752767559774,0.00164698570540708,100,40.3
694335,2025,2868,0.560788046160689,"Q3","40-50%",-0.00871927566348931,-0.0252960251046025,100,40.3
547973,2024,3384,0.536150394005245,"Q1 (Worst)","30-40%",-0.00859705411228607,-0.0113643617021277,99.9,39.4
573186,2025,2112,0.560402636761904,"Q3","40-50%",-0.00859380953549631,-0.00189914772727273,99.9,39.4
600986,2024,2193,0.545193424267039,"Q2","40-50%",-0.0086024638119892,-0.00490287277701778,99.9,39.4
656529,2023,2535,0.539910714347539,"Q1 (Worst)","30-40%",-0.00861804989265924,-0.0123940828402367,99.9,39.4
656794,2023,828,0.550905129755114,"Q2","40-50%",-0.00862993476433379,-0.0192210144927536,99.9,39.4
657612,2023,2139,0.582741421886764,"Q4 (Best)","50-60%",-0.00866545553206986,0.00402805049088359,99.9,39.4
661527,2024,2430,0.584972854404132,"Q4 (Best)","50-60%",-0.00859132833305652,-0.00835185185185185,99.9,39.4
663321,2024,399,0.545701193124856,"Q2","40-50%",-0.00863769642362735,0.0102706766917293,99.9,39.4
663554,2025,7056,0.563737687923331,"Q3","50-60%",-0.00859981544624975,-0.00692006802721088,99.9,39.4
669194,2023,7050,0.552968193572922,"Q2","40-50%",-0.00861234311921741,-0.000745106382978724,99.9,39.4
669330,2023,5673,0.561470920792594,"Q3","40-50%",-0.00860933183702338,-0.012304600740349,99.9,39.4
669395,2023,1143,0.527037608255673,"Q1 (Worst)","30-40%",-0.00859088206752834,0.000377952755905513,99.9,39.4
669721,2025,549,0.57600493265286,"Q4 (Best)","50-60%",-0.00860821542201584,-0.00568306010928962,99.9,39.4
671737,2023,5451,0.536960697526443,"Q1 (Worst)","30-40%",-0.00864669869023679,-0.000373142542652724,99.9,39.4
676206,2023,861,0.562964245138914,"Q3","40-50%",-0.00863900056220583,-0.0009198606271777,99.9,39.4
676775,2024,2538,0.563028865527803,"Q3","40-50%",-0.00859928321704364,-0.00562884160756501,99.9,39.4
678906,2024,612,0.519204168459616,"Q1 (Worst)","30-40%",-0.00862937261111559,0.0104509803921569,99.9,39.4
687064,2025,2817,0.547747759207901,"Q2","40-50%",-0.00866227478629465,0.000381256656017039,99.9,39.4
687075,2025,870,0.537565446198413,"Q1 (Worst)","30-40%",-0.00866316619814887,-0.013951724137931,99.9,39.4
800048,2025,1875,0.562136654724868,"Q3","40-50%",-0.00862353106735391,-0.006352,99.9,39.4
801434,2025,408,0.553255960808989,"Q2","40-50%",-0.00862468494297526,0.00463235294117647,99.9,39.4
506433,2023,6636,0.524057709944445,"Q1 (Worst)","30-40%",-0.0085387045507163,-0.00755289330922242,99.8,38.4
543518,2025,891,0.562974077279978,"Q3","40-50%",-0.00852598281641072,0.00481481481481481,99.8,38.4
605400,2023,9222,0.552088579045868,"Q2","40-50%",-0.00857920962684202,-0.0102680546519193,99.8,38.4
607259,2023,5238,0.575543055007094,"Q4 (Best)","50-60%",-0.00852325258501034,-0.0164089347079038,99.8,38.4
608334,2024,4407,0.559274496060475,"Q3","40-50%",-0.00853390978157911,-0.00894417971409122,99.8,38.4
622780,2023,1467,0.546055739407719,"Q2","40-50%",-0.00858279374692766,-0.0119815950920245,99.8,38.4
641154,2023,9033,0.574477939338504,"Q4 (Best)","50-60%",-0.00856052396259353,-0.0130232480903354,99.8,38.4
641755,2023,876,0.548866296683936,"Q2","40-50%",-0.00851824213670675,0.00351027397260274,99.8,38.4
642701,2023,660,0.567272230079021,"Q3","50-60%",-0.0085477110155063,-0.00681363636363636,99.8,38.4
657697,2023,162,0.550503170032346,"Q2","40-50%",-0.00857412696091665,-0.0108888888888889,99.8,38.4
663485,2024,3462,0.554039958513729,"Q2","40-50%",-0.00851587611074544,-0.0178076256499133,99.8,38.4
663485,2025,3429,0.559671365825029,"Q3","40-50%",-0.00858747978164261,-0.0117366579177603,99.8,38.4
664351,2025,663,0.530012234632993,"Q1 (Worst)","30-40%",-0.00851874687796884,-0.00483257918552036,99.8,38.4
669438,2025,2124,0.538596698688688,"Q1 (Worst)","30-40%",-0.00853161552018041,-0.0162881355932203,99.8,38.4
669461,2024,4071,0.558005383851047,"Q3","40-50%",-0.00855674885527834,-0.0118599852616065,99.8,38.4
669674,2023,2328,0.552534131368522,"Q2","40-50%",-0.00851916504590224,-0.00736984536082474,99.8,38.4
669711,2025,3207,0.548649855187898,"Q2","40-50%",-0.00852781708186302,-0.0153442469597755,99.8,38.4
669796,2024,267,0.563910568076865,"Q3","50-60%",-0.00858504855037363,-0.0161011235955056,99.8,38.4
670912,2025,1995,0.531256115429362,"Q1 (Worst)","30-40%",-0.00857575761135256,-0.0141203007518797,99.8,38.4
671737,2025,6816,0.544435862870707,"Q2","40-50%",-0.00851427690158952,-0.00855369718309859,99.8,38.4
672456,2025,4383,0.536818110100236,"Q1 (Worst)","30-40%",-0.00854922932816081,-0.00849691991786448,99.8,38.4
680885,2024,5661,0.557978997213563,"Q3","40-50%",-0.008553762186268,-0.0169528351881293,99.8,38.4
681190,2023,2007,0.540325052477788,"Q1 (Worst)","30-40%",-0.00858387975376315,-0.0144155455904335,99.8,38.4
686842,2023,258,0.549196351500217,"Q2","40-50%",-0.00851175105023241,0.0245,99.8,38.4
700669,2025,2268,0.573703740855472,"Q4 (Best)","50-60%",-0.00851164439028113,-0.00397354497354497,99.8,38.4
542888,2024,3237,0.580568166525477,"Q4 (Best)","50-60%",-0.00846318098109762,-0.00671362372567192,99.7,37.4
543135,2025,5727,0.55570537651329,"Q2","40-50%",-0.00845154320920133,-0.0240869565217391,99.7,37.4
596001,2025,3096,0.559547247396929,"Q3","40-50%",-0.00848700789455076,-0.0131550387596899,99.7,37.4
605154,2025,1365,0.554303889241362,"Q2","40-50%",-0.0084965067785051,-0.000296703296703296,99.7,37.4
608344,2024,5055,0.540023566684544,"Q1 (Worst)","30-40%",-0.0085085948131383,-0.00252462908011869,99.7,37.4
622259,2023,927,0.509043588447139,"Q1 (Worst)","20-30%",-0.00849551121925809,-0.00863430420711974,99.7,37.4
641302,2024,5004,0.54268866168911,"Q1 (Worst)","40-50%",-0.00843756107057985,-0.00754496402877698,99.7,37.4
642520,2024,1476,0.555451936213214,"Q2","40-50%",-0.00844286451659328,-0.0124146341463415,99.7,37.4
642578,2023,129,0.569427187944528,"Q4 (Best)","50-60%",-0.00845412388822974,-0.0387209302325581,99.7,37.4
663738,2024,1884,0.559056496444182,"Q3","40-50%",-0.00848143682317461,-0.0201815286624204,99.7,37.4
663795,2025,1149,0.596220858218751,"Q4 (Best)","60-70%",-0.00849942330987735,-0.00725065274151436,99.7,37.4
665152,2023,8748,0.543196964281232,"Q1 (Worst)","40-50%",-0.00850710940361731,-0.008059670781893,99.7,37.4
668909,2023,4155,0.551420388285758,"Q2","40-50%",-0.00846776984040377,-0.0137610108303249,99.7,37.4
669212,2024,1938,0.58542484360758,"Q4 (Best)","50-60%",-0.00850229454024056,-0.0240882352941176,99.7,37.4
669372,2025,4710,0.586493646991195,"Q4 (Best)","60-70%",-0.00845799605004529,0.00223566878980892,99.7,37.4
669456,2023,5853,0.552230458447331,"Q2","40-50%",-0.00848216462058514,-0.0124971809328549,99.7,37.4
670766,2025,258,0.572453367727097,"Q4 (Best)","50-60%",-0.00847062789212349,-0.0267325581395349,99.7,37.4
672578,2023,3696,0.54769308420306,"Q2","40-50%",-0.00844142993983573,-0.00621022727272727,99.7,37.4
672851,2024,534,0.561037288377065,"Q3","40-50%",-0.00845623748645767,-0.00635393258426966,99.7,37.4
675540,2023,4482,0.560685320018521,"Q3","40-50%",-0.008467894291779,-0.00779384203480589,99.7,37.4
679525,2024,6474,0.542341949702606,"Q1 (Worst)","40-50%",-0.00845170978005707,-0.00722659870250232,99.7,37.4
680739,2024,423,0.5946472588103,"Q4 (Best)","60-70%",-0.00848268476409379,-0.0217872340425532,99.7,37.4
687922,2024,723,0.557562837902614,"Q3","40-50%",-0.00844595946473721,-0.00128215767634855,99.7,37.4
687931,2025,1209,0.559650186541451,"Q3","40-50%",-0.00847601446665554,0.000275434243176178,99.7,37.4
572143,2024,2679,0.547774301384707,"Q2","40-50%",-0.00838730786129989,-0.00812989921612542,99.6,36.6
592662,2024,1704,0.590990714696636,"Q4 (Best)","60-70%",-0.00835884447531524,-0.0111531690140845,99.6,36.6
