"pitcher","game_year","n_pitches","tunnel_quality_arsenal","tunnel_quartile","tunnel_bucket","avg_xRV","avg_actual_rv","tunneling_plus","percentile"
681799,2025,432,0.555390814831999,"Q2","40-50%",-0.0114931557503345,0.00157638888888889,103.6,74.3
681869,2024,2448,0.550617519772378,"Q2","40-50%",-0.0115125488401895,-0.00515196078431372,103.6,74.3
681882,2023,1311,0.538287918253256,"Q1 (Worst)","30-40%",-0.0115018234844463,-0.00130892448512586,103.6,74.3
683004,2024,1998,0.546540028798891,"Q2","40-50%",-0.0114819736535409,0.00179429429429429,103.6,74.3
686972,2023,189,0.537584254585411,"Q1 (Worst)","30-40%",-0.0114609591823648,0.0182698412698413,103.6,74.3
806960,2025,2463,0.549336601100932,"Q2","40-50%",-0.0114784618114658,-0.00876857490864799,103.6,74.3
543056,2023,2451,0.538417449809835,"Q1 (Worst)","30-40%",-0.0114290190538439,-0.0153255813953488,103.5,73.5
543859,2025,1191,0.546012354656171,"Q2","40-50%",-0.0113905106658105,-0.0148664987405542,103.5,73.5
572971,2023,1974,0.55865399178664,"Q3","40-50%",-0.0114093590409013,-0.0023677811550152,103.5,73.5
621237,2023,2214,0.63112575774981,"Q4 (Best)","80-90%",-0.0114017607137437,-0.0157967479674797,103.5,73.5
621366,2025,1782,0.53875375667195,"Q1 (Worst)","30-40%",-0.0114517237811511,-0.0132373737373737,103.5,73.5
641729,2024,3264,0.598284629797253,"Q4 (Best)","60-70%",-0.0114084540694234,-0.0277325367647059,103.5,73.5
643338,2024,2496,0.620067037131926,"Q4 (Best)","70-80%",-0.0114483877160734,-0.0160709134615385,103.5,73.5
657571,2024,2754,0.567793651534491,"Q3","50-60%",-0.0113878683247106,-0.0116089324618736,103.5,73.5
663455,2025,1494,0.560688927415542,"Q3","40-50%",-0.0113996531940848,-0.00171084337349398,103.5,73.5
664299,2024,1710,0.534745570473793,"Q1 (Worst)","30-40%",-0.0114391578348882,-0.00674561403508772,103.5,73.5
665620,2023,867,0.556742201889957,"Q3","40-50%",-0.0114046733361808,-0.0095121107266436,103.5,73.5
668390,2025,1725,0.535048189470193,"Q1 (Worst)","30-40%",-0.0114014330677278,-0.0253391304347826,103.5,73.5
670970,2023,471,0.533274977673749,"Q1 (Worst)","30-40%",-0.0114159314065673,0.0164522292993631,103.5,73.5
680891,2024,294,0.568143798008715,"Q3","50-60%",-0.0114530705198246,0.0120510204081633,103.5,73.5
682120,2024,3033,0.573676082171644,"Q4 (Best)","50-60%",-0.0113779146989107,-0.0289663699307616,103.5,73.5
689225,2024,3456,0.549041465084228,"Q2","40-50%",-0.0114177587897283,-0.0131805555555556,103.5,73.5
690916,2024,942,0.582521371811851,"Q4 (Best)","50-60%",-0.011423272726704,-0.0242356687898089,103.5,73.5
693312,2024,2775,0.540889013200016,"Q1 (Worst)","30-40%",-0.0114092236149323,-0.00799351351351351,103.5,73.5
694037,2025,2514,0.563280977155464,"Q3","40-50%",-0.0114202366534656,-0.0140107398568019,103.5,73.5
543339,2024,2997,0.598322894007945,"Q4 (Best)","60-70%",-0.0113075495383501,-0.0133123123123123,103.4,72.8
547184,2024,1398,0.541090887260017,"Q1 (Worst)","30-40%",-0.0113182692018273,-0.0209549356223176,103.4,72.8
592662,2025,9207,0.56623936581283,"Q3","50-60%",-0.0113037566973573,-0.0115158031932225,103.4,72.8
607074,2023,3378,0.557100315377975,"Q3","40-50%",-0.0113664692163728,-0.00191385435168739,103.4,72.8
612434,2023,3009,0.550267642488629,"Q2","40-50%",-0.0113643913945809,-0.0156460618145563,103.4,72.8
621057,2023,1056,0.568710019985207,"Q4 (Best)","50-60%",-0.0113635596346378,0.00222727272727273,103.4,72.8
657585,2024,2859,0.558375721092355,"Q3","40-50%",-0.0113256649188371,-0.00682686253934942,103.4,72.8
663423,2024,3414,0.554020838717814,"Q2","40-50%",-0.0113706824038238,-0.0158365553602812,103.4,72.8
663432,2024,2817,0.578894664547201,"Q4 (Best)","50-60%",-0.0113248001846757,-0.0080010649627263,103.4,72.8
663941,2023,3837,0.539882617259711,"Q1 (Worst)","30-40%",-0.0113549388094396,-0.0127185301016419,103.4,72.8
663992,2024,1584,0.563020155990785,"Q3","40-50%",-0.0113381664988,-0.0134242424242424,103.4,72.8
672282,2025,3246,0.529545273881181,"Q1 (Worst)","30-40%",-0.0113730971923716,-0.0157162661737523,103.4,72.8
676534,2023,1536,0.54323768025666,"Q1 (Worst)","40-50%",-0.0113361116473527,-0.00225,103.4,72.8
684007,2025,6528,0.554355487363653,"Q2","40-50%",-0.011301259336412,-0.0140252757352941,103.4,72.8
694037,2023,1461,0.551827169878055,"Q2","40-50%",-0.0113305470082566,-0.0118377823408624,103.4,72.8
694646,2025,564,0.546426194904848,"Q2","40-50%",-0.011365827266034,0.0237712765957447,103.4,72.8
800311,2025,879,0.557113110848943,"Q3","40-50%",-0.0113634923224054,0.0261501706484642,103.4,72.8
450203,2025,7644,0.549836686356235,"Q2","40-50%",-0.0112662714845496,-0.00276805337519623,103.3,71.9
542881,2024,8730,0.547171609474089,"Q2","40-50%",-0.0112249429900429,-0.0132800687285223,103.3,71.9
554340,2023,3270,0.572498276101817,"Q4 (Best)","50-60%",-0.0112773506017612,-0.00637614678899083,103.3,71.9
573204,2023,1443,0.534141501474849,"Q1 (Worst)","30-40%",-0.0112547310418449,-0.00929106029106029,103.3,71.9
592254,2023,846,0.559782950633957,"Q3","40-50%",-0.0112963995987307,-0.0177943262411348,103.3,71.9
592826,2023,1899,0.566322377817475,"Q3","50-60%",-0.0112704709220008,-0.00983570300157978,103.3,71.9
607481,2025,2796,0.574295340895001,"Q4 (Best)","50-60%",-0.0112215116611601,-0.0131287553648069,103.3,71.9
630023,2023,4005,0.551686036144643,"Q2","40-50%",-0.0112420204028179,-0.0024621722846442,103.3,71.9
641816,2023,1227,0.564120314409595,"Q3","50-60%",-0.0112824082793483,-0.00433496332518337,103.3,71.9
642207,2025,3333,0.55337194875661,"Q2","40-50%",-0.0112592293673702,-0.0156345634563456,103.3,71.9
655889,2024,1803,0.569626957012002,"Q4 (Best)","50-60%",-0.0112772217230826,-0.0216239600665557,103.3,71.9
656887,2023,492,0.556885359790428,"Q3","40-50%",-0.0112624744822203,-0.0166585365853659,103.3,71.9
660896,2024,2784,0.550935761112413,"Q2","40-50%",-0.0112623156008591,-0.0163566810344828,103.3,71.9
661440,2023,1854,0.554616567386321,"Q2","40-50%",-0.0112729222141178,-0.0116423948220065,103.3,71.9
661563,2024,7896,0.559963355884173,"Q3","40-50%",-0.0112409249289463,-0.0146246200607903,103.3,71.9
663460,2025,5385,0.551598216478544,"Q2","40-50%",-0.0112585441596704,-0.0183136490250696,103.3,71.9
666157,2023,1914,0.554450784768697,"Q2","40-50%",-0.011248706872749,0.0121583072100313,103.3,71.9
669358,2025,8106,0.540779092382606,"Q1 (Worst)","30-40%",-0.0112729255236154,-0.00763471502590674,103.3,71.9
669704,2025,1218,0.540553905309261,"Q1 (Worst)","30-40%",-0.0112665573635303,-0.028756157635468,103.3,71.9
670871,2024,813,0.552616829367497,"Q2","40-50%",-0.0112936747357261,0.000542435424354243,103.3,71.9
687863,2025,1863,0.557892079702475,"Q3","40-50%",-0.0112744439006051,0.00272785829307568,103.3,71.9
693433,2023,4332,0.572900052510481,"Q4 (Best)","50-60%",-0.0112292768202416,-0.0125512465373961,103.3,71.9
519242,2023,5004,0.549816586616771,"Q2","40-50%",-0.0111987142351109,-0.00895143884892086,103.2,71
621366,2023,1584,0.545065597813145,"Q2","40-50%",-0.0111966316158721,-0.0311837121212121,103.2,71
640444,2023,531,0.570249587470558,"Q4 (Best)","50-60%",-0.011172056900065,-0.00377401129943503,103.2,71
640462,2024,3519,0.561306575158656,"Q3","40-50%",-0.0111562669241844,-0.020693094629156,103.2,71
641420,2023,222,0.557392886417504,"Q3","40-50%",-0.0111880464439211,0.00990540540540541,103.2,71
642232,2024,4527,0.565866889205226,"Q3","50-60%",-0.0111580895793797,-0.0221736249171637,103.2,71
650496,2023,624,0.557754279317001,"Q3","40-50%",-0.0111617199565986,-0.00125480769230769,103.2,71
657585,2025,2937,0.56044870400433,"Q3","40-50%",-0.0111972462888135,-0.0122400408580184,103.2,71
663658,2023,2040,0.546443451637388,"Q2","40-50%",-0.0112099092743633,-0.00607058823529412,103.2,71
663969,2025,3342,0.554060165636024,"Q2","40-50%",-0.011202034201806,-0.0179892280071813,103.2,71
669145,2023,642,0.564254520437945,"Q3","50-60%",-0.0112175901489638,-0.00246261682242991,103.2,71
669391,2025,342,0.574340104742034,"Q4 (Best)","50-60%",-0.0111774881748205,0.0155526315789474,103.2,71
672730,2023,489,0.563196248838406,"Q3","40-50%",-0.0111976258084964,0.0122760736196319,103.2,71
677961,2025,117,0.530135236403506,"Q1 (Worst)","30-40%",-0.0111590088837637,0.036948717948718,103.2,71
680736,2025,3276,0.555928483895824,"Q3","40-50%",-0.0111879368545048,-0.0124102564102564,103.2,71
680880,2025,1116,0.585354369990812,"Q4 (Best)","50-60%",-0.0111702876616932,-0.00406451612903226,103.2,71
682989,2024,321,0.554244469314119,"Q2","40-50%",-0.0112047930009811,0.0139065420560748,103.2,71
690990,2025,5352,0.567260270922852,"Q3","50-60%",-0.0111790643382457,-0.0203699551569507,103.2,71
690997,2025,2214,0.543558946756505,"Q1 (Worst)","40-50%",-0.011184658264255,-0.0177073170731707,103.2,71
693433,2024,5133,0.574336638606274,"Q4 (Best)","50-60%",-0.0111828002127267,-0.0255067212156634,103.2,71
694646,2024,231,0.5496652517489,"Q2","40-50%",-0.0111904824685529,0.00622077922077922,103.2,71
592773,2024,2931,0.554048596290973,"Q2","40-50%",-0.0110892847237018,-0.010849539406346,103.1,70.1
594580,2025,996,0.545114819670306,"Q2","40-50%",-0.0111315196389399,0.000626506024096386,103.1,70.1
606965,2025,771,0.545920980795526,"Q2","40-50%",-0.0111155808176361,-0.0230466926070039,103.1,70.1
621053,2025,2970,0.571512088553174,"Q4 (Best)","50-60%",-0.0110847439588017,-0.0170434343434343,103.1,70.1
621381,2024,2847,0.529378617837095,"Q1 (Worst)","30-40%",-0.0110765081560315,-0.0258514225500527,103.1,70.1
656266,2024,264,0.549868746293862,"Q2","40-50%",-0.0111078739504261,-0.0299318181818182,103.1,70.1
657097,2024,2799,0.556037755215126,"Q3","40-50%",-0.0111149736554348,-0.0203204715969989,103.1,70.1
663704,2023,993,0.557506914507021,"Q3","40-50%",-0.011124567367588,-0.0186283987915408,103.1,70.1
666207,2024,303,0.539682066852285,"Q1 (Worst)","30-40%",-0.0110733931994245,0.0287425742574257,103.1,70.1
669193,2025,132,0.577866481648157,"Q4 (Best)","50-60%",-0.0110747318708904,-0.00640909090909091,103.1,70.1
670280,2025,3072,0.553085415747679,"Q2","40-50%",-0.0110908068727191,-0.02065234375,103.1,70.1
672582,2025,3297,0.546088005652649,"Q2","40-50%",-0.011107179846401,-0.00693903548680619,103.1,70.1
674285,2024,1473,0.582633427844945,"Q4 (Best)","50-60%",-0.0111368084451456,-0.00418533604887984,103.1,70.1
676710,2023,6273,0.558443805472603,"Q3","40-50%",-0.0111146051708869,-0.0132510760401722,103.1,70.1
676775,2023,1755,0.548403081089336,"Q2","40-50%",-0.0111312728215001,-0.015442735042735,103.1,70.1
677952,2025,3306,0.547145476930542,"Q2","40-50%",-0.0111386107822837,-0.0151678765880218,103.1,70.1
680694,2023,7887,0.556891557607581,"Q3","40-50%",-0.0110766345848143,-0.0185796880943324,103.1,70.1
682171,2025,690,0.577649005146779,"Q4 (Best)","50-60%",-0.0110737379420164,0.0122565217391304,103.1,70.1
683232,2025,2535,0.531977288039414,"Q1 (Worst)","30-40%",-0.0111122476804269,-0.0222923076923077,103.1,70.1
696136,2025,645,0.578928977364492,"Q4 (Best)","50-60%",-0.0110771727482897,0.00654883720930233,103.1,70.1
701542,2024,1374,0.576157927000074,"Q4 (Best)","50-60%",-0.0110676151059271,0.0154672489082969,103.1,70.1
458677,2025,2448,0.551562875752207,"Q2","40-50%",-0.0110552199790734,-0.00952205882352941,103,69
519043,2024,2544,0.56379837361091,"Q3","50-60%",-0.0110370146892922,-0.0117299528301887,103,69
523260,2023,2121,0.552563864150189,"Q2","40-50%",-0.0110310995212121,-0.0172347949080622,103,69
542888,2023,2391,0.587008953626331,"Q4 (Best)","60-70%",-0.0110046158618045,-0.0268845671267252,103,69
547001,2025,171,0.562839420167651,"Q3","40-50%",-0.0109986379944817,0.0302105263157895,103,69
592288,2024,903,0.523737638795453,"Q1 (Worst)","30-40%",-0.0109998349906653,0.00230232558139535,103,69
608665,2025,972,0.57764546633593,"Q4 (Best)","50-60%",-0.0110618187924372,0.013929012345679,103,69
608717,2023,4062,0.56391806352679,"Q3","50-60%",-0.0110282899458523,-0.0153552437223043,103,69
628452,2024,2784,0.568452769901053,"Q4 (Best)","50-60%",-0.0110070704377896,-0.034020474137931,103,69
641149,2024,444,0.558490296608915,"Q3","40-50%",-0.0110425298833532,-0.0052027027027027,103,69
642770,2023,1086,0.543801771745183,"Q2","40-50%",-0.0110245198300025,-0.00804696132596685,103,69
650671,2024,1119,0.570738068517799,"Q4 (Best)","50-60%",-0.0110450966338434,-0.0100214477211796,103,69
660730,2025,993,0.562823269524611,"Q3","40-50%",-0.0110317958806098,0.0238851963746224,103,69
660853,2025,3315,0.609685777675597,"Q4 (Best)","70-80%",-0.0110145972088668,-0.012668778280543,103,69
661563,2025,2910,0.537317308416422,"Q1 (Worst)","30-40%",-0.0109963888568393,-0.0128092783505155,103,69
663855,2025,3597,0.559997087950685,"Q3","40-50%",-0.0110426116626787,-0.00329024186822352,103,69
663947,2024,4014,0.536405445799275,"Q1 (Worst)","30-40%",-0.011043142773558,-0.0284446935724963,103,69
664129,2024,414,0.545482563022058,"Q2","40-50%",-0.0110272194186742,0.0109782608695652,103,69
667427,2023,1098,0.540454976914305,"Q1 (Worst)","30-40%",-0.0110111552137704,-0.00557923497267759,103,69
669084,2025,1764,0.53524954713656,"Q1 (Worst)","30-40%",-0.0110125609445481,-0.0229421768707483,103,69
669432,2025,4878,0.564732242487051,"Q3","50-60%",-0.0110653245212003,-0.0279237392373924,103,69
673820,2025,183,0.561090538056154,"Q3","40-50%",-0.0110495949033304,0.0241639344262295,103,69
677960,2024,4239,0.557909442535735,"Q3","40-50%",-0.0110647739924542,-0.00992144373673036,103,69
678821,2024,540,0.556685477296844,"Q3","40-50%",-0.0110616535194115,-0.0287444444444444,103,69
686747,2025,300,0.535073561324813,"Q1 (Worst)","30-40%",-0.011000458104354,0.04931,103,69
687396,2025,1098,0.576665924880852,"Q4 (Best)","50-60%",-0.0110506929914499,-0.0197158469945355,103,69
690829,2025,201,0.567590404272182,"Q3","50-60%",-0.0110049703186239,0.0144925373134328,103,69
694738,2025,5553,0.558531660407348,"Q3","40-50%",-0.0110030904979165,-0.00634089681253376,103,69
453268,2023,2757,0.539523035526775,"Q1 (Worst)","30-40%",-0.0109121647222867,-0.0103449401523395,102.9,68.4
547184,2025,1974,0.524446377437638,"Q1 (Worst)","30-40%",-0.0109347932460032,-0.0141717325227964,102.9,68.4
606160,2024,2049,0.600908901941002,"Q4 (Best)","60-70%",-0.0109228748416287,-0.00292386530014641,102.9,68.4
607179,2023,2739,0.559384569272775,"Q3","40-50%",-0.0109729187181516,-0.0108269441401972,102.9,68.4
641835,2025,888,0.575236180347387,"Q4 (Best)","50-60%",-0.0109222388539795,-0.00781756756756757,102.9,68.4
656794,2024,552,0.530792330266261,"Q1 (Worst)","30-40%",-0.0109272528176877,0.00246195652173913,102.9,68.4
660600,2024,957,0.549838072431534,"Q2","40-50%",-0.0109395923806279,-0.0282225705329154,102.9,68.4
668678,2023,9720,0.578737972030527,"Q4 (Best)","50-60%",-0.0109626882348763,-0.0129503086419753,102.9,68.4
677865,2023,1278,0.54430295769516,"Q2","40-50%",-0.0109220740801484,-0.00899530516431925,102.9,68.4
677960,2025,1926,0.541077258074736,"Q1 (Worst)","30-40%",-0.0109409038026473,-0.00696728971962617,102.9,68.4
680885,2025,4719,0.556130497667266,"Q3","40-50%",-0.0109364079227796,-0.0187368086458996,102.9,68.4
692285,2024,399,0.557629769946829,"Q3","40-50%",-0.0109355261993187,-0.0363383458646617,102.9,68.4
694350,2024,309,0.575001203226605,"Q4 (Best)","50-60%",-0.0109610515683369,0.0204757281553398,102.9,68.4
694350,2025,1377,0.579947490650988,"Q4 (Best)","50-60%",-0.0109306171883028,0.00728104575163399,102.9,68.4
489446,2024,3060,0.571424360167445,"Q4 (Best)","50-60%",-0.0108941576226333,-0.0291852941176471,102.8,67.4
547184,2023,816,0.539672410462273,"Q1 (Worst)","30-40%",-0.0108890491624286,-0.0192279411764706,102.8,67.4
571927,2025,3477,0.544910668226381,"Q2","40-50%",-0.0108586851365999,-0.0165159620362381,102.8,67.4
592332,2025,9084,0.568741629303423,"Q4 (Best)","50-60%",-0.0108972442738664,-0.0176271466314399,102.8,67.4
593833,2023,459,0.57913995763492,"Q4 (Best)","50-60%",-0.0108613807371714,-0.0153006535947712,102.8,67.4
600917,2023,2916,0.593011058094731,"Q4 (Best)","60-70%",-0.0108895216354491,-0.0179691358024691,102.8,67.4
641672,2023,1416,0.571859260808681,"Q4 (Best)","50-60%",-0.0108850458503924,-0.0070635593220339,102.8,67.4
650633,2023,5016,0.559701270717854,"Q3","40-50%",-0.0109032532530442,-0.0141028708133971,102.8,67.4
650893,2023,2757,0.572103305997619,"Q4 (Best)","50-60%",-0.0109044085581482,-0.00773449401523395,102.8,67.4
656061,2023,3132,0.568154587548716,"Q3","50-60%",-0.0108728883779104,-0.00742816091954023,102.8,67.4
656464,2023,3159,0.584914818399443,"Q4 (Best)","50-60%",-0.0108376658928825,-0.0214529914529915,102.8,67.4
656638,2024,1131,0.576633975860288,"Q4 (Best)","50-60%",-0.0108430660773168,-0.011315649867374,102.8,67.4
657746,2024,6039,0.571330134422491,"Q4 (Best)","50-60%",-0.0108879634505498,-0.0159289617486339,102.8,67.4
663773,2024,2343,0.556475470074235,"Q3","40-50%",-0.0108691593403669,-0.0205864276568502,102.8,67.4
663941,2024,717,0.538720653099515,"Q1 (Worst)","30-40%",-0.0108553713761615,-0.0175188284518828,102.8,67.4
664299,2023,8565,0.554082945685256,"Q2","40-50%",-0.0108361019687544,-0.00684448336252189,102.8,67.4
664776,2024,1920,0.590506385965715,"Q4 (Best)","60-70%",-0.0108856298697901,-0.0214328125,102.8,67.4
666168,2023,2619,0.565520615776084,"Q3","50-60%",-0.0109079674571748,-0.00414432989690722,102.8,67.4
671131,2024,405,0.574937321733617,"Q4 (Best)","50-60%",-0.0108480889504049,-0.00271851851851852,102.8,67.4
676702,2024,1623,0.553270562389467,"Q2","40-50%",-0.0108910785496974,-0.0168669131238447,102.8,67.4
682010,2023,1017,0.557848669885333,"Q3","40-50%",-0.0108821566874188,-0.00490855457227139,102.8,67.4
686839,2023,1938,0.565779537219686,"Q3","50-60%",-0.0109067296559342,-0.0100758513931889,102.8,67.4
687765,2024,7440,0.546957562482325,"Q2","40-50%",-0.0108567562074592,-0.00369596774193548,102.8,67.4
693645,2025,3759,0.553788887767674,"Q2","40-50%",-0.0108422678074499,-0.0173854748603352,102.8,67.4
801403,2025,5325,0.557849105292535,"Q3","40-50%",-0.0108779037477097,-0.00113070422535211,102.8,67.4
543518,2023,3657,0.569557468732437,"Q4 (Best)","50-60%",-0.0107591617974556,-0.00721739130434783,102.7,66.6
606303,2024,2697,0.55612736827659,"Q3","40-50%",-0.0108012562886303,-0.019559510567297,102.7,66.6
606625,2023,144,0.567904698712614,"Q3","50-60%",-0.0108145316329077,0.0376458333333333,102.7,66.6
622786,2025,912,0.559994729048075,"Q3","40-50%",-0.0107580467584309,-0.0183815789473684,102.7,66.6
646242,2023,480,0.5522851198302,"Q2","40-50%",-0.0108091880503707,0.01375625,102.7,66.6
656464,2024,3552,0.608692343582563,"Q4 (Best)","70-80%",-0.0107928063019711,-0.00973564189189189,102.7,66.6
663385,2023,723,0.562640865242783,"Q3","40-50%",-0.0108263336551468,-0.00573858921161826,102.7,66.6
668338,2024,2763,0.579936250752721,"Q4 (Best)","50-60%",-0.0107860957801592,-0.0241216069489685,102.7,66.6
669711,2024,3081,0.549632411758355,"Q2","40-50%",-0.0108005270267277,-0.010730282375852,102.7,66.6
671096,2025,8022,0.568273560261536,"Q4 (Best)","50-60%",-0.0107678887404713,-0.0139891548242334,102.7,66.6
671305,2024,1800,0.562892837043533,"Q3","40-50%",-0.0108164402402326,-0.0107683333333333,102.7,66.6
675848,2025,3222,0.558904773222521,"Q3","40-50%",-0.0108095199739081,-0.0130828677839851,102.7,66.6
679358,2025,1953,0.584980158747788,"Q4 (Best)","50-60%",-0.0107713618905254,-0.0100215053763441,102.7,66.6
682051,2023,924,0.549780052380475,"Q2","40-50%",-0.0107977150351493,0.0114285714285714,102.7,66.6
683769,2024,3225,0.565327107744108,"Q3","50-60%",-0.0108232565684959,-0.0301637209302326,102.7,66.6
687765,2025,4059,0.545778504088036,"Q2","40-50%",-0.0108327656773074,-0.00279305247597931,102.7,66.6
691441,2025,300,0.590015660267808,"Q4 (Best)","60-70%",-0.0108033170853741,-0.02219,102.7,66.6
701656,2025,1230,0.554725683709413,"Q2","40-50%",-0.0108043321209396,-0.0210146341463415,102.7,66.6
608648,2023,75,0.548116884303458,"Q2","40-50%",-0.0107065201876685,-0.0444,102.6,66.3
656266,2023,303,0.556669560773715,"Q3","40-50%",-0.0107018973995035,-0.0174158415841584,102.6,66.3
663687,2025,3366,0.545304394419201,"Q2","40-50%",-0.0107321778917313,-0.015017825311943,102.6,66.3
668941,2023,1638,0.566220340928271,"Q3","50-60%",-0.0107068876911262,-0.0231336996336996,102.6,66.3
677020,2025,258,0.550098385079406,"Q2","40-50%",-0.0106810754048553,0.0137558139534884,102.6,66.3
681517,2025,4050,0.554615725903648,"Q2","40-50%",-0.0107381236504901,-0.0178125925925926,102.6,66.3
682120,2023,1500,0.562818213127151,"Q3","40-50%",-0.010694815733732,-0.003194,102.6,66.3
696147,2025,990,0.544758321500528,"Q2","40-50%",-0.0107020408199098,-0.0132333333333333,102.6,66.3
579328,2024,8769,0.542126776224454,"Q1 (Worst)","40-50%",-0.010648704677937,-0.0110868970236059,102.5,65.3
592155,2024,2085,0.571923451459258,"Q4 (Best)","50-60%",-0.0106131019291169,-0.0135338129496403,102.5,65.3
607192,2025,4440,0.532185334802046,"Q1 (Worst)","30-40%",-0.0106770892381654,-0.016702027027027,102.5,65.3
607644,2024,960,0.567331528333428,"Q3","50-60%",-0.0106399882028995,-0.017090625,102.5,65.3
621114,2024,1707,0.588022191040596,"Q4 (Best)","60-70%",-0.0106405002829273,-0.0109068541300527,102.5,65.3
621237,2025,1353,0.59246280411519,"Q4 (Best)","60-70%",-0.0106545109338266,-0.00469179600886918,102.5,65.3
622098,2024,954,0.536309595600115,"Q1 (Worst)","30-40%",-0.010660571192974,-0.00782075471698113,102.5,65.3
629498,2023,90,0.627727607912455,"Q4 (Best)","70-80%",-0.0106259218242485,0.0290666666666667,102.5,65.3
643256,2023,1089,0.574112467200688,"Q4 (Best)","50-60%",-0.0106457992813716,0.00142699724517906,102.5,65.3
643338,2025,2127,0.574316660701604,"Q4 (Best)","50-60%",-0.0106569199337909,0.00675176304654443,102.5,65.3
656550,2025,5880,0.552597062163702,"Q2","40-50%",-0.0106495650772911,-0.0105780612244898,102.5,65.3
656924,2024,1017,0.581033623744674,"Q4 (Best)","50-60%",-0.010622607843688,-0.00965486725663717,102.5,65.3
657514,2023,2583,0.540930024786719,"Q1 (Worst)","30-40%",-0.0106383334284921,-0.00828919860627178,102.5,65.3
660761,2024,2949,0.55651430922442,"Q3","40-50%",-0.0106030712515408,0.00246083418107833,102.5,65.3
663773,2025,390,0.542301209041063,"Q1 (Worst)","40-50%",-0.0106245572522312,-0.00316923076923077,102.5,65.3
664139,2023,3636,0.577292077107743,"Q4 (Best)","50-60%",-0.0106262290322439,-0.0157153465346535,102.5,65.3
666129,2023,7392,0.544888476356968,"Q2","40-50%",-0.0106512419540059,-0.0106676136363636,102.5,65.3
668984,2023,693,0.552861122249212,"Q2","40-50%",-0.010613186065802,0.0133246753246753,102.5,65.3
669923,2024,8889,0.563871797923043,"Q3","50-60%",-0.010608572090075,-0.0141130610867364,102.5,65.3
675989,2023,1344,0.55509697658929,"Q2","40-50%",-0.0106310742271489,0.0107901785714286,102.5,65.3
678821,2025,1308,0.558747482486362,"Q3","40-50%",-0.0106424850642942,0.0128371559633028,102.5,65.3
681982,2023,1791,0.582475082432355,"Q4 (Best)","50-60%",-0.0106512554224083,-0.00695477386934673,102.5,65.3
687473,2025,5277,0.555015372063948,"Q2","40-50%",-0.0106136051454345,-0.00168050028425242,102.5,65.3
434378,2025,7824,0.56078159676905,"Q3","40-50%",-0.0105544320641356,-0.0087066717791411,102.4,64.1
519326,2024,3471,0.545547412187909,"Q2","40-50%",-0.0105871231881622,-0.01576231633535,102.4,64.1
543243,2023,8334,0.545944235399233,"Q2","40-50%",-0.0105899381041899,-0.0182789776817855,102.4,64.1
543507,2023,2325,0.549471904694748,"Q2","40-50%",-0.0105727241069995,-0.0189058064516129,102.4,64.1
570632,2024,5271,0.553011263578281,"Q2","40-50%",-0.010554658783408,-0.00937848605577689,102.4,64.1
571656,2024,3501,0.573819965457601,"Q4 (Best)","50-60%",-0.0105806056996746,-0.0145955441302485,102.4,64.1
592332,2024,8598,0.584858862516545,"Q4 (Best)","50-60%",-0.0105872719586841,-0.0111050244242847,102.4,64.1
592351,2025,612,0.583020399043469,"Q4 (Best)","50-60%",-0.0105588098563649,0.00770098039215686,102.4,64.1
600986,2023,108,0.524936285551148,"Q1 (Worst)","30-40%",-0.010593895367088,-0.0646666666666667,102.4,64.1
601713,2024,7152,0.573576264628639,"Q4 (Best)","50-60%",-0.0105773810564215,-0.00835612416107383,102.4,64.1
614179,2024,2433,0.569465032078201,"Q4 (Best)","50-60%",-0.0105416518974994,-0.00692231812577065,102.4,64.1
614179,2025,891,0.588436641757536,"Q4 (Best)","60-70%",-0.0105670243355654,0.0123299663299663,102.4,64.1
622663,2024,8664,0.572637871670323,"Q4 (Best)","50-60%",-0.0105325695586604,-0.0126014542936288,102.4,64.1
622786,2024,1920,0.564099412683394,"Q3","50-60%",-0.0105271727013076,-0.023165625,102.4,64.1
628452,2023,2610,0.566248798030499,"Q3","50-60%",-0.0105516924333433,-0.0117367816091954,102.4,64.1
640470,2023,2817,0.567973534412137,"Q3","50-60%",-0.0105391668002142,-0.0185537806176784,102.4,64.1
647336,2024,4326,0.551046792247944,"Q2","40-50%",-0.0105691652148335,-0.00530305131761442,102.4,64.1
647336,2025,4581,0.555570573365531,"Q2","40-50%",-0.0105344721880802,-0.0135474787164375,102.4,64.1
657585,2023,1041,0.568818356754307,"Q4 (Best)","50-60%",-0.0105834547043204,-0.00388184438040346,102.4,64.1
669387,2024,2589,0.568549382946177,"Q4 (Best)","50-60%",-0.010526158778455,-0.0195747392815759,102.4,64.1
670871,2023,123,0.52064692207906,"Q1 (Worst)","30-40%",-0.0105597960536238,-0.0014390243902439,102.4,64.1
675512,2025,1968,0.551359011936544,"Q2","40-50%",-0.0105718535501543,-0.019907012195122,102.4,64.1
681517,2024,2085,0.559381490168017,"Q3","40-50%",-0.0105376497661886,-0.019305035971223,102.4,64.1
682120,2025,2250,0.571746142733102,"Q4 (Best)","50-60%",-0.0105505065446875,-0.00888933333333333,102.4,64.1
682847,2023,4356,0.553362813028788,"Q2","40-50%",-0.0105907060015619,-0.00332093663911846,102.4,64.1
683004,2025,7656,0.539242401075512,"Q1 (Worst)","30-40%",-0.0105811966306196,-0.0125344827586207,102.4,64.1
