"pitcher","game_year","num_pitch_types","pitch_arsenal","total_combinations","total_pitches","release_similarity_arsenal","approach_divergence_arsenal","tunnel_quality_arsenal","tunnel_quality_percentile","release_sim_percentile","approach_div_percentile","tunneling_plus_score","tunneling_plus_percentile","avg_actual_rv","avg_xRV"
689225,2023,4,"CH/FF/SI/SL",12,5616,0.284732323252527,0.855487792305422,0.570110057778974,77.6,84.9,27.8,104.1,77.9,-0.00665224358974359,-0.0118569346142557
640455,2025,3,"CH/FF/ST",6,6540,0.230820915374011,0.909390917940635,0.570105916657323,77.5,38.2,92.6,100,40.3,-0.00574678899082569,-0.00872395935865149
685299,2025,4,"CH/CU/FF/SL",12,11196,0.282893003378863,0.857313907031774,0.570103455205319,77.5,84.1,30.5,95.8,10.8,0.00253938906752412,-0.00542024668221643
592848,2023,3,"FC/FF/SL",6,1356,0.250072582823124,0.890107131039864,0.570089856931494,77.4,59,79,103.8,75.8,-0.0129821428571429,-0.0116671589875555
621383,2023,5,"CH/FF/SI/SL/ST",20,12084,0.290664903897842,0.849487336762593,0.570076120330217,77.4,87.9,20.2,101,50.8,-0.00568389662027833,-0.00946800190984316
650556,2024,3,"CH/FF/SL",6,7794,0.205698825638054,0.934380734190897,0.570039779914476,77.4,17,97.4,108.5,96.1,-0.0155038759689922,-0.0152892862052323
642216,2024,4,"CH/FF/SI/SL",12,1242,0.28061987097793,0.859423378589458,0.570021624783694,77.3,82.4,33.6,97.3,18.1,0.0322391304347826,-0.00658297972517755
656686,2025,4,"CH/CU/FF/SL",12,2988,0.280043721635029,0.859990887217605,0.570017304426317,77.3,81.9,34.7,105.4,86,0.0090210843373494,-0.0128682650547051
689672,2024,5,"CH/FC/FF/SL/ST",20,8652,0.256806949883121,0.883200203580556,0.570003576731838,77.2,64.6,70.4,100,40.3,-0.0100429958391123,-0.00871594032523894
572193,2023,5,"CH/FF/SI/SL/ST",20,2748,0.251763909385024,0.888148790111124,0.569956349748074,77.2,60,76.2,101.5,56.3,0.01685,-0.00988085628963414
608566,2024,4,"FF/KC/SI/SL",12,612,0.293404271653658,0.846491935061284,0.569948103357471,77.2,89.5,17.4,103.8,75.8,0.00419117647058823,-0.0116142692927764
641793,2025,5,"FF/FS/SI/SL/ST",20,33444,0.280891246833945,0.858941485593828,0.569916366213886,77.1,82.6,32.9,98.4,25.3,-0.0102107407407407,-0.00747763576156743
669622,2024,6,"CH/FC/FF/SI/SL/ST",30,14025,0.271987255601746,0.867726543075798,0.569856899338772,77.1,77.1,45.8,106.7,91.7,-0.0121978609625668,-0.0138693447211411
676106,2025,5,"CH/FF/SI/SL/ST",20,17076,0.261208647632403,0.878322971885489,0.569765809758946,77,68.4,63.6,101.5,56.3,-0.00624244553759663,-0.00989657919422251
641703,2024,5,"FF/SC/SI/SL/ST",20,7116,0.266828596092159,0.872634162836589,0.569731379464374,77,72.6,54.6,98,22.6,-0.0178094435075885,-0.00717514864293894
664192,2024,3,"CU/FF/SI",6,1032,0.260190892913657,0.879261891928673,0.569726392421165,77,67.4,64.8,100.4,43.8,-0.00852325581395349,-0.009027360115714
605447,2025,2,"FF/SL",2,2103,0.238335278286419,0.901060915218651,0.569698096752534,76.9,45.6,88.5,102.1,61.8,0.000306704707560627,-0.0103239076079794
686730,2024,6,"CH/FC/FF/SI/SL/ST",30,23310,0.280707334142527,0.85867098127347,0.569689157707999,76.9,82.5,32.4,99.2,32.7,0.00362524146812621,-0.00809660045684296
663986,2023,3,"FF/FS/SL",6,6762,0.257128853336796,0.882243243278889,0.569686048307842,76.8,64.8,69,103.8,75.8,-0.00973712255772646,-0.0116391146412828
655889,2024,3,"FF/SI/SL",6,3606,0.253589600577436,0.885664313446568,0.569626957012002,76.8,62.2,73.5,103.3,71.9,-0.0216239600665557,-0.0112772217230826
543518,2023,3,"FF/FS/SL",6,7356,0.282313975031473,0.856800962433401,0.569557468732437,76.7,83.9,29.7,102.7,66.6,-0.00721739130434783,-0.0107591617974556
607644,2023,4,"CH/FF/KC/SL",12,3042,0.255667448799953,0.883439386214857,0.569553417507405,76.7,63.7,70.7,107.2,93.1,-0.0319082840236686,-0.0142836138457883
614179,2024,5,"CH/CU/FF/SI/SL",20,9732,0.271299201334638,0.867630862821764,0.569465032078201,76.7,76.1,45.5,102.4,64.1,-0.00692231812577065,-0.0105416518974994
642578,2023,3,"CH/SI/SL",6,258,0.245107634642987,0.893746741246069,0.569427187944528,76.6,53.4,82.6,99.7,37.4,-0.0387209302325581,-0.00845412388822974
641927,2025,6,"CH/CU/FF/SI/SL/ST",30,35310,0.253541678563935,0.885299786871772,0.569420732717854,76.6,62.2,73,99.2,32.7,-0.00455819881053526,-0.00808772011140399
663462,2023,3,"FF/SL/ST",6,2838,0.244052719572639,0.894672335127716,0.569362527350178,76.5,51.8,83.2,104.9,83.3,-0.0202648305084746,-0.0125178829243619
815083,2025,3,"CH/FF/SL",6,2430,0.249804467833767,0.88890370829639,0.569354088065078,76.5,58.8,77.2,97.8,21,-0.00322222222222222,-0.00698190507283909
656876,2024,4,"FC/FF/SI/ST",12,4131,0.243558473806975,0.89513782045068,0.569348147128827,76.5,51.3,83.6,109.6,97.4,-0.0237139737991266,-0.016122738165575
686993,2024,2,"FC/FF",2,183,0.225159328821612,0.913497683765117,0.569328506293365,76.4,33,94.1,107,92.6,-0.00586885245901639,-0.0141469918164715
656793,2023,3,"CH/FF/SI",6,390,0.330033510975452,0.808612167852959,0.569322839414205,76.4,98.5,1.8,98.7,27.9,-0.0384615384615385,-0.00773031504269546
663559,2024,5,"CU/FF/FS/SI/SL",20,25644,0.317035317627777,0.821584236806764,0.569309777217271,76.3,96.7,3.9,101.9,59.9,-0.0107884801548887,-0.0101817564641655
661403,2024,3,"FC/SI/SL",6,5898,0.318085413734451,0.820517334541067,0.56930137413776,76.3,97.1,3.6,120.4,99.9,-0.0402004069175992,-0.0244748911398472
677020,2024,3,"CU/FF/SI",6,1290,0.259434433111809,0.878987383592465,0.569210908352137,76.2,66.6,64.3,101.1,51.7,-0.00805116279069767,-0.00958505202555856
489446,2025,2,"FF/FS",2,2286,0.307794796186292,0.830625834931716,0.569210315559004,76.2,94.7,7,100.9,49.7,-8.35579514824797e-05,-0.00941236914135359
676604,2024,4,"FC/FF/SL/ST",12,675,0.271942546915205,0.866473585647505,0.569208066281355,76.2,77,43.6,107.3,93.2,-0.000826666666666667,-0.0143410086882068
455119,2025,5,"FC/FF/FS/SI/ST",20,7656,0.292672950189254,0.845641205464638,0.569157077826946,76.1,89.1,16.6,95.2,8.8,-0.0115650793650794,-0.00499171242417582
656546,2023,4,"FF/FS/SI/SL",12,7821,0.257588351897082,0.880718753861738,0.56915355287941,76.1,65.1,67,108.6,96.5,-0.0238895281933257,-0.0153319328256145
661403,2023,2,"FC/SL",2,3342,0.333442719562908,0.804826553746252,0.56913463665458,76,98.7,1.5,122.1,100,-0.0197394048692516,-0.025794786691344
518489,2023,4,"FC/FF/SI/SL",12,8091,0.281230820530945,0.856977744746381,0.569104282638663,76,82.8,29.9,104.3,79.4,-0.0237313266443701,-0.0120309827009378
656849,2025,5,"CH/CU/FF/SI/SL",20,32352,0.263678240289861,0.874518861986735,0.569098551138298,76,70.1,57.5,102,60.7,-0.0120960682492582,-0.0102197712093212
656578,2023,4,"CH/CU/FF/SL",12,9009,0.252997679685312,0.885193574375115,0.569095627030213,75.9,61.6,72.9,100.9,49.7,-0.010771,-0.00939177669744458
668881,2023,3,"CH/FF/SL",6,12408,0.249445147712737,0.888735323831096,0.569090235771916,75.9,58.3,77,103.8,75.8,-0.000916100872938894,-0.0116297233640804
656945,2023,2,"FF/SL",2,3618,0.236323854185931,0.901787626671722,0.569055740428826,75.8,43.5,88.9,111.7,98.8,-0.0244717607973422,-0.0177997291697484
656887,2024,3,"CH/FF/SL",6,2274,0.265080073943906,0.872985906948024,0.569032990445965,75.8,71.5,55.3,106,89.1,-0.0245224274406332,-0.0133372408019525
666277,2024,3,"CH/FF/SL",6,3114,0.244393275608646,0.893551707770898,0.568972491689772,75.8,52.5,82.5,98.3,24.5,-0.00266281310211946,-0.00740282720749021
657585,2023,6,"CU/FC/FF/FS/SI/ST",30,5205,0.270033624135661,0.867603089372953,0.568818356754307,75.7,75.3,45.5,102.4,64.1,-0.00388184438040346,-0.0105834547043204
519151,2024,5,"CH/CU/FF/SI/SL",20,11628,0.242059199787047,0.895524317071219,0.568791758429133,75.7,49.9,84,106.4,90.8,-0.00828029504741833,-0.0136609469674152
666661,2025,4,"CH/FF/SI/SL",12,5553,0.275397357918033,0.862174590455365,0.568785974186699,75.6,79.3,37.6,105.5,86.6,-0.000376012965964343,-0.0129851983740607
641401,2024,3,"CH/FC/FF",6,582,0.277404633419955,0.860148379397877,0.568776506408916,75.6,80.5,35,99,30.6,0.0537422680412371,-0.0078956206778026
592332,2025,3,"FF/FS/SL",6,18168,0.26702241840196,0.870460840204886,0.568741629303423,75.5,72.7,50.7,102.8,67.4,-0.0176271466314399,-0.0108972442738664
680704,2025,4,"FF/FS/SI/SL",12,2601,0.257339377547352,0.880111563116419,0.568725470331885,75.5,64.9,65.9,104.5,80.8,-0.0123252595155709,-0.0122114865852378
621057,2023,4,"CH/FC/FF/SL",12,3168,0.261417667290849,0.876002372679564,0.568710019985207,75.5,68.6,60.5,103.4,72.8,0.00222727272727273,-0.0113635596346378
676961,2023,3,"FF/SI/ST",6,186,0.251275802304712,0.886140762651606,0.568708282478159,75.4,59.7,74.1,96.7,14.7,-0.0381612903225806,-0.00617390540954206
543037,2023,5,"CH/FC/FF/KC/SL",20,39336,0.252438119514825,0.884875586717494,0.56865685311616,75.4,61,72.6,108.7,96.6,-0.0192879804758999,-0.0154614815809298
660853,2023,3,"CH/FF/SL",6,6288,0.256967660331447,0.88028644954267,0.568627054937058,75.3,64.6,66.2,101.2,53,-0.0166446991404011,-0.00962108569750568
669387,2024,4,"FC/FF/SL/ST",12,7767,0.277995577215402,0.859103188676952,0.568549382946177,75.3,80.9,33.2,102.4,64.1,-0.0195747392815759,-0.010526158778455
628452,2024,4,"CH/FF/SI/SL",12,8352,0.275066222648748,0.861839317153357,0.568452769901053,75.3,79,37.4,103,69,-0.034020474137931,-0.0110070704377896
642528,2025,5,"CH/CU/FC/FF/SI",20,5604,0.284567118449225,0.852324278459666,0.568445698454446,75.2,84.8,24,104,77.4,0.000526766595289079,-0.0118110639990694
680880,2024,3,"FF/FS/SL",6,1752,0.276751082726062,0.860011555141015,0.568381318933538,75.2,80,34.8,98.6,26.9,-0.0056986301369863,-0.00764281218658179
676962,2024,3,"CH/FF/KC",6,5094,0.265190667527752,0.871507005971203,0.568348836749477,75.1,71.5,52.5,101.1,51.7,-0.0186442873969376,-0.00952882514950989
701552,2025,3,"CH/FF/SL",6,2136,0.245153095786459,0.891468470994005,0.568310783390232,75.1,53.4,80.2,97.9,21.9,-0.00659550561797753,-0.00710688266582529
663903,2024,5,"CH/FF/SI/SL/ST",20,35580,0.265036894357773,0.871515192926273,0.568276043642023,75.1,71.4,52.5,99.5,35.8,-0.00712344013490725,-0.00832607959268538
671096,2025,5,"CH/CU/FC/FF/ST",20,32124,0.249371491314943,0.887175629208129,0.568273560261536,75,58.2,75.3,102.7,66.6,-0.0139891548242334,-0.0107678887404713
596082,2023,2,"SI/SL",2,66,0.321127395356467,0.815411038141394,0.56826921674893,75,97.6,3,104.9,83.3,0.0944090909090909,-0.0124897639986805
676477,2023,4,"CH/FF/SI/ST",12,10737,0.256383627084635,0.880104787029311,0.568244207056973,74.9,64.3,65.9,98.2,23.8,-0.0034010067114094,-0.00728237054046235
548389,2023,7,"CH/FC/FF/FS/KC/SI/SL",42,26154,0.291789004448274,0.844659670282342,0.568224337365308,74.9,88.6,15.6,93.7,6,-0.00176417074877537,-0.00384417887091918
656061,2023,4,"CH/FF/SI/SL",12,9396,0.288643188223165,0.847665986874268,0.568154587548716,74.8,86.9,18.7,102.8,67.4,-0.00742816091954023,-0.0108728883779104
680891,2024,2,"FF/SL",2,294,0.261716403994329,0.8745711920231,0.568143798008715,74.8,68.9,57.7,103.5,73.5,0.0120510204081633,-0.0114530705198246
657746,2023,4,"FF/FS/SL/ST",12,24138,0.260623700776405,0.875582802438986,0.568103251607695,74.8,67.8,59.5,98.4,25.3,-0.00725177702955481,-0.00748598025995247
660761,2025,4,"CH/FF/SI/SL",12,2601,0.259896384715635,0.876256141848579,0.568076263282107,74.7,67,60.9,107.6,94.2,-0.0194671280276817,-0.0145604407082366
606149,2023,3,"CH/FF/SL",6,5220,0.289566391785398,0.846544483979833,0.568055437882616,74.7,87.4,17.5,96.2,12.6,-0.00584810126582279,-0.00576611019273875
543766,2024,3,"CU/FC/ST",6,504,0.248498452698223,0.887612282993508,0.568055367845865,74.6,57.3,75.8,101.8,59.2,0.0146428571428571,-0.0101216963422693
663903,2025,5,"FC/FF/SI/SL/ST",20,34200,0.269511265465479,0.866579990546557,0.568045628006018,74.6,74.8,43.8,99.4,34.6,-0.00852245614035088,-0.00826164401424313
671345,2024,4,"CH/FF/SI/SL",12,8145,0.287755817922009,0.848329407270153,0.568042612596082,74.6,86.5,19.3,106,89.1,-0.0183638418079096,-0.0133253632713583
678394,2023,6,"CH/FC/FF/SI/SL/ST",30,39270,0.281921905135004,0.854158453682159,0.568040179408581,74.5,83.5,25.9,101.6,57.1,-0.00238823079862438,-0.00997079330894057
676979,2025,5,"CH/FC/FF/SI/ST",20,37800,0.256409756829714,0.879649443642332,0.568029600236023,74.5,64.4,65.4,105.6,87.2,-0.0152632587859425,-0.0130407437524318
622103,2023,3,"FF/SI/SL",6,1296,0.228494347239883,0.907555914770385,0.568025131005134,74.4,36.3,91.8,105.9,88.5,3.7383177570094e-05,-0.0133041287470439
672391,2024,4,"CH/FC/FF/ST",12,3294,0.239816923602858,0.896211892923233,0.568014408263045,74.4,47,84.6,108.5,96.1,-0.0132267759562842,-0.0153066940126481
669620,2024,5,"CH/CU/FC/FF/SI",20,4200,0.283974768550563,0.852013909311873,0.567994338931218,74.3,84.6,23.7,94.9,7.8,-0.0106,-0.00476168436857863
472610,2024,6,"FC/FF/FS/SI/SL/ST",30,13455,0.247592019405934,0.888369674269164,0.567980846837549,74.3,56.3,76.5,101.7,58.2,-0.0115959821428571,-0.0100515550248547
640470,2023,5,"FC/FF/SI/SL/ST",20,11280,0.287629820932516,0.84831724789176,0.567973534412137,74.3,86.3,19.2,102.4,64.1,-0.0185537806176784,-0.0105391668002142
592767,2024,3,"FC/KC/SI",6,6072,0.263923356984579,0.871977438397789,0.567950397691184,74.2,70.5,53.4,99,30.6,-0.00914328063241107,-0.00789894934635201
669391,2023,3,"FC/FF/ST",6,336,0.246242644897997,0.889579338900665,0.567910991899331,74.2,54.9,78.3,99.2,32.7,0.01625,-0.00808785773136021
606625,2023,3,"CH/FF/SL",6,288,0.202507955124913,0.933301442300315,0.567904698712614,74.1,15,97.2,102.7,66.6,0.0376458333333333,-0.0108145316329077
656557,2023,6,"FC/FF/FS/SI/SL/ST",30,25920,0.285419430076317,0.850386680885091,0.567903055480704,74.1,85.3,21.6,101.3,54.2,-0.00769361452841242,-0.00971540758155056
543594,2023,5,"CH/CU/FC/FF/ST",20,744,0.23872012062068,0.897021897475463,0.567871009048072,74.1,45.9,85.5,100.4,43.8,0.0537741935483871,-0.00897920889838133
676962,2025,3,"CH/FF/KC",6,10554,0.271321122098488,0.864345014967035,0.567833068532761,74,76.2,41.1,99.6,36.6,-0.00242637862421831,-0.00840500241819525
622251,2024,3,"FF/SI/SL",6,2484,0.252675668249561,0.882951074782857,0.567813371516209,74,61.3,70.1,101.4,55.1,-0.0295676328502415,-0.00981338368031038
657571,2024,4,"FC/FF/SI/SV",12,8442,0.246512832226569,0.889074470842414,0.567793651534491,73.9,55.1,77.4,103.5,73.5,-0.0116089324618736,-0.0113878683247106
656412,2023,3,"CH/FF/SL",6,6204,0.238881278164073,0.896702756861179,0.567792017512626,73.9,46,85.1,98.5,26,-0.0143520309477756,-0.00752052426799185
687911,2024,4,"CU/FF/SI/ST",12,3744,0.233475594312972,0.902103761853398,0.567789678083185,73.9,40.9,89,101.4,55.1,-0.0176675062972292,-0.00977771224796254
669854,2024,4,"CH/CU/FF/SL",12,24759,0.255070443020266,0.880307863486326,0.567689153253295,73.8,63.1,66.2,100.2,42,-0.017196292257361,-0.00885242390265161
641447,2023,4,"CH/FC/SI/SL",12,567,0.32963853767108,0.805642927217547,0.567640732444314,73.8,98.3,1.5,101.6,57.1,0.0537936507936508,-0.00996807936554967
660787,2023,3,"CH/SI/SL",6,2382,0.286028683440757,0.849164274959501,0.567596479200129,73.7,85.7,19.9,104.3,79.4,-0.0199012658227848,-0.0120067828822679
690829,2025,2,"FF/SI",2,201,0.298825549365739,0.836355259178624,0.567590404272182,73.7,91.4,10,103,69,0.0144925373134328,-0.0110049703186239
596001,2024,4,"CH/FF/SI/SL",12,8469,0.259974155509324,0.875186080633359,0.567580118071342,73.6,67.1,59.1,98.1,23,-0.0238029818956337,-0.00722106903207739
571616,2023,4,"FC/FF/SI/SL",12,603,0.265925295933487,0.869184927863041,0.567555111898264,73.6,72,48.3,98.2,23.8,-0.0114925373134328,-0.00730101137905062
606149,2024,3,"CH/FF/SL",6,2388,0.280644931823628,0.854434771227587,0.567539851525607,73.6,82.5,26.3,95.4,9.5,0.0107814070351759,-0.00517129547881551
663992,2023,3,"FF/SI/SL",6,2244,0.27716957739761,0.857908083940454,0.567538830669032,73.5,80.3,31.5,101.7,58.2,-0.0179562841530055,-0.0100343716582403
489119,2024,4,"CH/FC/FF/SI",12,1008,0.288131262902733,0.846817702081079,0.567474482491906,73.5,86.6,17.9,97.8,21,-0.0121696428571429,-0.00698833992266503
642207,2023,3,"CH/FC/FF",6,5688,0.254029529446841,0.880899657920841,0.567464593683841,73.4,62.5,67.2,117.1,99.8,-0.0279271383315734,-0.021972904898007
518886,2025,4,"CH/FF/KC/ST",12,2070,0.213558842236154,0.921226000959526,0.567392421597839,73.4,21.9,95.7,105.7,87.7,0.00200869565217391,-0.0130881385005879
694851,2025,3,"CH/FF/SL",6,1470,0.282174853016924,0.852592577011686,0.567383715014305,73.4,83.8,24.1,105,83.9,0.00428571428571429,-0.0125708071937861
607644,2024,4,"CH/FF/KC/SL",12,2880,0.235585825578611,0.899077231088244,0.567331528333428,73.3,42.9,87.1,102.5,65.3,-0.017090625,-0.0106399882028995
668968,2024,3,"CH/SI/SL",6,2616,0.267005389724137,0.867651963498246,0.567328676611191,73.3,72.7,45.6,99,30.6,-0.0182821100917431,-0.00793556147701407
686563,2024,5,"CH/FC/FF/SI/ST",20,24324,0.280049369857185,0.854496928523279,0.567273149190232,73.2,82,26.4,98.5,26,-0.00491267883571781,-0.00757751440964143
642701,2023,5,"CH/FC/FF/SI/SL",20,2652,0.274831159397728,0.859713300760313,0.567272230079021,73.2,78.9,34.2,99.8,38.4,-0.00681363636363636,-0.0085477110155063
690990,2025,5,"CH/CU/FF/SI/ST",20,21408,0.261642254470846,0.872878287374858,0.567260270922852,73.2,68.8,55.1,103.2,71,-0.0203699551569507,-0.0111790643382457
671096,2023,4,"CH/CU/FF/ST",12,17028,0.234730581909121,0.89972153401268,0.567226057960901,73.1,42,87.7,99.5,35.8,-0.00596443736730361,-0.00833203528579907
656412,2024,4,"CH/FF/SI/SL",12,9063,0.251198209236361,0.883178248037411,0.567188228636886,73.1,59.7,70.3,99.5,35.8,-0.0115233366434955,-0.0082927126777387
666721,2023,4,"CH/FF/SI/SL",12,3078,0.278412597013695,0.855937961586343,0.567175279300019,73,81.2,28.5,98.8,28.6,-0.00948529411764706,-0.00780941901081379
518876,2025,6,"CH/CU/FC/FF/SI/SL",30,42495,0.27919918431531,0.855126561654161,0.567162872984735,73,81.4,27.3,100.3,42.9,-0.0143898305084746,-0.00894058881231823
664854,2023,3,"CU/FF/SL",6,3642,0.258326043094973,0.875815580529743,0.567070811812358,72.9,65.8,60,109.7,97.5,-0.0199950495049505,-0.0162139070839793
621074,2023,6,"CH/CU/FC/FF/SI/SL",30,10785,0.259301948558222,0.874835330881657,0.567068639719939,72.9,66.5,58.2,105.9,88.5,-0.00326433566433566,-0.0132714235159466
607536,2024,5,"CH/FC/FF/KC/SI",20,21228,0.309127128936296,0.824983173406798,0.567055151171547,72.9,95.2,4.8,99.4,34.6,-0.00165101809954751,-0.0082202877358452
661395,2023,3,"FF/FS/KC",6,6102,0.248166413119187,0.885821271162118,0.566993842140652,72.8,56.9,73.7,106.1,89.7,-0.017628937007874,-0.0134534040534285
663559,2023,6,"CH/CU/FF/FS/SI/SL",30,19440,0.283693114483868,0.85024818259656,0.566970648540214,72.8,84.5,21.4,98.7,27.9,-0.00193431221020093,-0.00773499550190876
519043,2023,3,"CH/FF/KC",6,4938,0.230912503804456,0.902980787642255,0.566946645723355,72.7,38.3,89.6,104.7,82.2,-0.0124823815309842,-0.0123454956436428
608337,2025,4,"CH/CU/FF/SL",12,21294,0.256728079486512,0.877158907034034,0.566943493260273,72.7,64.5,62,100.8,48.4,-0.0121382079459003,-0.0093175454693959
660825,2024,4,"FF/FS/SI/SL",12,3969,0.220414166465437,0.913364175071688,0.566889170768562,72.7,28.6,94,101.2,53,-0.0201315192743764,-0.00960550096235337
666171,2024,3,"FC/FF/ST",6,1224,0.254286898271466,0.879377348431992,0.566832123351729,72.6,62.7,64.9,104.8,82.7,-0.043,-0.0124317672113345
681432,2023,2,"FF/ST",2,405,0.168377576904973,0.965281983871274,0.566829780388123,72.6,4.3,99.3,107.5,93.8,-0.0125259259259259,-0.0144774083369325
657097,2025,3,"CH/FF/ST",6,5868,0.198815191031158,0.934797785136774,0.566806488083966,72.5,12.8,97.5,106.1,89.7,-0.0199820105820106,-0.013401769719183
628708,2023,3,"FF/SI/SL",6,4194,0.251111204494393,0.882461335584216,0.566786270039304,72.5,59.6,69.4,106.3,90.4,-0.00176724137931034,-0.0136089115931518
666374,2025,4,"CH/FF/SI/SL",12,7344,0.228871064174131,0.904611167590916,0.566741115882524,72.4,36.7,90.7,105,83.9,-0.0112209737827715,-0.0125423151647841
643511,2023,3,"FF/SI/SL",6,6744,0.295606322822864,0.83783968886532,0.566723005844092,72.4,90.4,10.9,111.6,98.7,-0.0199528558476881,-0.0177249480704734
607259,2025,6,"CH/CU/FC/FF/SI/SL",30,38655,0.284912945635591,0.848375902270563,0.566644423953077,72.4,85,19.4,98.9,29.5,-0.00976949941792782,-0.00783635658613113
669060,2025,5,"CH/CU/FC/FF/SI",20,10176,0.25523893548363,0.878026237286716,0.566632586385173,72.3,63.3,63.1,98.6,26.9,0.00861038961038961,-0.00758629008962804
593619,2023,4,"CH/FF/SI/SL",12,2862,0.291007925885866,0.842132394018232,0.566570159952049,72.3,88.1,13.6,107,92.6,-0.0131135646687697,-0.0141301060135585
605182,2024,6,"CH/CU/FC/FF/SI/ST",30,4545,0.237499454073422,0.895633989412626,0.566566721743024,72.2,44.6,84.1,104,77.4,0.00992739273927393,-0.0117736115683362
678394,2024,5,"CH/FF/SI/SL/ST",20,32508,0.269879318589769,0.863160671515861,0.566519995052815,72.2,75.1,39.2,100.7,47.1,-0.00921077888519749,-0.00921365749153477
519242,2025,4,"CH/FF/SI/SL",12,18279,0.231815401516613,0.901203884854242,0.566509643185427,72.2,39,88.6,104.7,82.2,-0.0172021696252465,-0.0123433512952166
607237,2024,2,"FF/SL",2,309,0.228575294926152,0.904433320450568,0.56650430768836,72.1,36.3,90.5,98.7,27.9,0.000427184466019419,-0.00772437411475586
668970,2025,3,"FF/SI/ST",6,1032,0.244417815042524,0.888589442985626,0.566503629014075,72.1,52.5,76.7,106.1,89.7,-0.00605263157894737,-0.0134091221874482
677976,2025,4,"CH/FF/SI/SL",12,711,0.281698344576513,0.851197158075437,0.566447751325975,72,83.3,22.6,102.3,63.4,-0.0213417721518987,-0.0104964632729564
655889,2025,3,"FF/SI/SL",6,2586,0.259274709745844,0.873600507958422,0.566437608852133,72,66.5,56.2,105.4,86,-0.0210185614849188,-0.0128973468587992
663531,2024,5,"FC/FF/FS/SI/ST",20,5568,0.281439224181056,0.851390562023357,0.566414893102207,72,83,22.8,100.3,42.9,-0.00829956896551724,-0.00890345463323746
518585,2023,5,"FC/FF/FS/SI/SL",20,13428,0.279439293198401,0.853355605943896,0.566397449571148,71.9,81.5,24.9,101,50.8,-0.0104091726618705,-0.00948494137918447
596133,2023,7,"CH/FC/FF/KC/SI/SL/ST",42,40644,0.281992899682916,0.85076583441546,0.566379367049188,71.9,83.6,21.9,98.2,23.8,0.00709029950827,-0.00733815642145612
665660,2025,4,"CH/FF/SI/SL",12,6885,0.288467059754014,0.844274608866409,0.566370834310212,71.8,86.8,15.2,104.2,79,-0.00858954248366013,-0.0119390543571986
621383,2025,5,"CH/FF/SI/SL/ST",20,13008,0.27039842622343,0.862341213904809,0.56636982006412,71.8,75.5,37.9,101,50.8,-0.0149594095940959,-0.00946921296241687
601713,2023,6,"CU/FC/FF/FS/SL/ST",30,35730,0.241963779317226,0.890775015965535,0.566369397641381,71.7,49.6,79.5,105,83.9,-0.0117581863979849,-0.012562704536841
572888,2023,3,"FC/FF/ST",6,204,0.285927695674073,0.846806764419234,0.566367230046653,71.7,85.7,17.9,97.4,19,-0.0108235294117647,-0.00671130709473372
661269,2024,4,"CH/CU/FF/SL",12,720,0.2346403584607,0.898078853312367,0.566359605886534,71.7,41.9,86.4,98.8,28.6,-0.0088,-0.00775458034968324
592351,2024,4,"CH/CU/FF/SL",12,14580,0.26582312630148,0.866891524428545,0.566357325365013,71.6,71.9,44.2,99.1,31.8,-0.0119487654320988,-0.00801664426916218
592773,2023,3,"FF/FS/SL",6,5184,0.249794149033732,0.88286703986871,0.566330594451221,71.6,58.7,69.9,106.4,90.8,-0.011659276546091,-0.0136591088892075
592826,2023,4,"CH/FF/SI/SL",12,5832,0.254059176670114,0.878585578964835,0.566322377817475,71.5,62.5,63.8,103.3,71.9,-0.00983570300157978,-0.0112704709220008
643361,2024,3,"CH/FC/FF",6,900,0.275676237481021,0.856932961382027,0.566304599431524,71.5,79.5,29.8,98.3,24.5,-0.0359533333333333,-0.00737923277600203
641927,2024,5,"CH/CU/FF/SL/ST",20,32304,0.233631921085634,0.898972288700277,0.566302104892956,71.5,41.1,87.1,98.6,26.9,-0.0164160475482912,-0.00762593237993854
686613,2024,6,"CH/FC/FF/KC/SI/SL",30,43335,0.271703614440103,0.860825590504504,0.566264602472304,71.4,76.8,35.9,99.2,32.7,-0.0118668819519196,-0.00809652080062559
628452,2023,4,"CH/FF/SI/SL",12,7830,0.294746814028761,0.837750782032237,0.566248798030499,71.4,90.2,10.8,102.4,64.1,-0.0117367816091954,-0.0105516924333433
669022,2023,5,"CH/CU/FF/SL/ST",20,29520,0.257859031494314,0.874637466794741,0.566248249144528,71.3,65.3,57.9,102.2,62.5,-0.0029187091503268,-0.0104439032651078
640451,2025,4,"CU/FF/FS/SL",12,1503,0.245519247382904,0.886974268307559,0.566246757845231,71.3,54.1,74.9,101.2,53,-0.033059880239521,-0.00964861580065778
592662,2025,5,"CH/FF/KC/SL/ST",20,36828,0.260809153614646,0.871669578011013,0.56623936581283,71.3,68.1,52.7,103.4,72.8,-0.0115158031932225,-0.0113037566973573
668941,2023,4,"CH/FF/SI/SL",12,4923,0.277939073461396,0.854501608395146,0.566220340928271,71.2,80.8,26.4,102.6,66.3,-0.0231336996336996,-0.0107068876911262
593423,2023,2,"FS/SI",2,51,0.248961972082022,0.883432412909815,0.566197192495918,71.2,57.9,70.6,101.2,53,0.0362941176470588,-0.00961254091988153
656257,2023,3,"FC/FF/ST",6,4080,0.220468276074592,0.911915491108587,0.56619188359159,71.1,28.7,93.4,103.9,76.6,-0.00610930576070901,-0.0117197111790798
