"pitcher","game_year","num_pitch_types","pitch_arsenal","total_combinations","total_pitches","release_similarity_arsenal","approach_divergence_arsenal","tunnel_quality_arsenal","tunnel_quality_percentile","release_sim_percentile","approach_div_percentile","tunneling_plus_score","tunneling_plus_percentile","avg_actual_rv","avg_xRV"
669199,2025,4,"FF/FS/SL/ST",12,10287,0.232315828065191,0.87300934770349,0.55266258788434,43.3,39.4,55.4,106.2,90.2,-0.0132939632545932,-0.0134926858902993
682842,2025,3,"FF/SI/SL",6,6984,0.228863716382832,0.876382824291148,0.55262327033699,43.3,36.7,61,105.7,87.7,-0.0236675257731959,-0.0130921504250904
670871,2024,4,"CH/FF/SI/SL",12,2439,0.247077610233467,0.858156048501527,0.552616829367497,43.2,55.6,31.8,103.3,71.9,0.000542435424354243,-0.0112936747357261
656550,2025,5,"CH/CU/FC/FF/SL",20,23520,0.269820873699936,0.835373250627468,0.552597062163702,43.2,75,9.6,102.5,65.3,-0.0105780612244898,-0.0106495650772911
523260,2023,5,"CH/FF/KC/SI/SL",20,8544,0.233649980775302,0.871477747525077,0.552563864150189,43.2,41.1,52.4,103,69,-0.0172347949080622,-0.0110310995212121
669674,2023,5,"CH/CU/FF/FS/SL",20,9312,0.238273987563017,0.866794275174028,0.552534131368522,43.1,45.5,44.2,99.8,38.4,-0.00736984536082474,-0.00851916504590224
595345,2025,3,"FC/FF/SL",6,6300,0.233704694337678,0.871350180687185,0.552527437512431,43.1,41.2,52.1,108,95.1,-0.0265466666666667,-0.0148848169745595
696270,2025,4,"FC/FS/SI/ST",12,2421,0.292857214193215,0.812184546593327,0.552520880393271,43,89.2,2.5,102.2,62.5,0.00627881040892193,-0.010411250949243
571510,2023,5,"CH/CU/FF/SI/SL",20,14136,0.214080738510191,0.890870654352924,0.552475696431558,43,22.4,79.6,102,60.7,-0.00626825127334465,-0.0102743337114487
669854,2023,4,"CH/CU/FF/SL",12,8145,0.234818528443138,0.870123417630108,0.552470973036623,43,42.2,50,101.3,54.2,-0.00369834254143646,-0.00968430033866934
519293,2023,4,"CH/CU/FF/SL",12,7767,0.207145542558944,0.897730924491443,0.552438233525194,42.9,17.8,86.2,99.2,32.7,-0.0241858304297329,-0.00811552586460425
573009,2025,3,"CH/CU/SI",6,1128,0.245071539226165,0.859732604629683,0.552402071927923,42.9,53.3,34.2,103.6,74.3,0.0423829787234043,-0.0114589750997727
665795,2025,5,"CH/CU/FF/SI/SL",20,27024,0.221532493523202,0.883256409691053,0.552394451607127,42.8,29.6,70.4,104.5,80.8,-0.0114600355239787,-0.0122209724620554
669358,2024,4,"CH/FF/KC/SL",12,10854,0.215467063399383,0.889202393787625,0.552334728593504,42.8,23.9,77.7,104.5,80.8,-0.0212902155887231,-0.0121657674320778
686752,2025,6,"CH/CU/FC/FF/SI/SL",30,40470,0.238419884077774,0.866156861680605,0.552288372879189,42.8,45.6,43.3,104.6,81.8,-0.0105307219662058,-0.0123046462302551
646242,2023,5,"CH/CU/FF/SI/SL",20,1920,0.226794552275755,0.877775687384646,0.5522851198302,42.7,34.5,62.7,102.7,66.6,0.01375625,-0.0108091880503707
605280,2025,6,"CH/FC/FF/SI/SL/ST",30,41385,0.239646982764634,0.864872453725003,0.552259718244818,42.7,46.8,41.7,106.3,90.4,-0.0141109097499094,-0.0135889266604376
683618,2025,5,"CU/FC/FF/SI/SL",20,3348,0.248884584914785,0.855627049157319,0.552255817036052,42.6,57.8,28,107.5,93.8,-0.0159302325581395,-0.0145050479177301
656271,2025,4,"CH/FF/SI/SL",12,9126,0.28993519073534,0.814569587525761,0.552252389130551,42.6,87.5,2.8,101.2,53,-0.0106242603550296,-0.00961319352540754
669456,2023,5,"CH/FC/FF/KC/SL",20,23448,0.243284018151657,0.861176898743005,0.552230458447331,42.5,51.3,36.3,99.7,37.4,-0.0124971809328549,-0.00848216462058514
519141,2025,2,"FF/KC",2,2400,0.225965822228636,0.878370418890899,0.552168120559767,42.5,33.7,63.7,103.8,75.8,-0.0215675,-0.0116109200359415
666204,2023,2,"FF/SL",2,1215,0.24190092328269,0.862386745942589,0.552143834612639,42.5,49.6,37.9,100.1,41.1,-0.0198229426433915,-0.00879078529831354
663158,2024,3,"CH/FF/SI",6,5838,0.306589194886984,0.7976764493932,0.552132822140092,42.4,94.3,1.1,115.8,99.7,-0.0195714285714286,-0.0209726097315111
668933,2023,3,"FC/SI/SL",6,13902,0.260710664531768,0.843487103403868,0.552098883967818,42.4,68,14.7,106,89.1,-0.00658693771626298,-0.0133799723008793
663878,2024,4,"CU/FF/SI/SL",12,9522,0.205067858449246,0.899124386251885,0.552096122350565,42.3,16.6,87.2,104.2,79,-0.00446301633045149,-0.0119211114756725
689147,2025,3,"FF/SI/ST",6,6438,0.202695354207399,0.901482796413674,0.552089075310537,42.3,15,88.7,104.6,81.8,-0.0117716682199441,-0.0122572797344611
605400,2023,5,"CH/FC/FF/KC/SI",20,37044,0.213570728888008,0.890606429203728,0.552088579045868,42.3,22,79.3,99.8,38.4,-0.0102680546519193,-0.00857920962684202
594902,2023,7,"CH/CU/FC/FF/SI/SL/ST",42,24894,0.24624397227581,0.857874616744405,0.552059294510108,42.2,55,31.4,95,8.1,-6.65220535068695e-05,-0.00486221823248198
672578,2025,5,"FF/FS/KC/SI/SL",20,9084,0.247227224312605,0.856836253605537,0.552031738959071,42.2,55.8,29.7,101.9,59.9,-0.0106935270805812,-0.0101540559759421
660906,2023,5,"CH/CU/FF/SI/SL",20,3696,0.242358769647071,0.861679846665419,0.552019308156245,42.1,50.1,37.2,96.8,15.5,-0.00775324675324675,-0.00620636550659335
671106,2024,5,"CH/FC/FF/SI/ST",20,19968,0.241103223630384,0.86291061213234,0.552006917881362,42.1,48.7,38.8,98.2,23.8,0.00629553679131484,-0.00732708409858172
680570,2023,6,"CH/CU/FC/FF/SL/ST",30,31560,0.220450677970475,0.883550048609609,0.552000363290042,42,28.6,70.8,100.7,47.1,-0.00828897338403042,-0.00925627728871947
676961,2025,6,"CH/CU/FC/FF/SI/SL",30,11130,0.235331192670866,0.868559140910636,0.551945166790751,42,42.6,47.3,97.2,17.6,0.00416576819407008,-0.00652739124468228
572403,2023,5,"CH/FC/FF/SI/ST",20,12228,0.235490649609925,0.868387479518823,0.551939064564374,42,42.8,46.9,96.6,14.2,-0.0125794669299112,-0.0061019966722782
674072,2023,4,"CH/CU/FF/SL",12,12510,0.220404035497227,0.88346196521262,0.551933000354923,41.9,28.5,70.7,97,16.6,-0.00847870036101083,-0.00639871213210203
656288,2023,5,"CH/FF/KC/SI/SL",20,24972,0.232016164060123,0.8717882353305,0.551902199695311,41.9,39.3,53.1,98.8,28.6,-0.00817456479690522,-0.00773888287488647
657612,2024,3,"FF/SI/SL",6,5892,0.315230751860588,0.788502478792478,0.551866615326534,41.8,96.6,0.6,113.1,99.3,-0.0207183246073298,-0.0188615316513369
682990,2025,5,"CH/CU/FC/SI/SL",20,29616,0.24734646014318,0.856382456968704,0.551864458555942,41.8,56,29.1,100.5,44.6,-0.00899068071312804,-0.00907179128713203
694037,2023,4,"CU/FF/SI/SL",12,4392,0.237827609984277,0.865826729771832,0.551827169878055,41.8,44.9,42.9,103.4,72.8,-0.0118377823408624,-0.0113305470082566
593974,2025,4,"CH/FF/SI/SL",12,10242,0.29443262286959,0.809173101872695,0.551802862371142,41.7,90,1.9,105.5,86.6,-0.0139200351493849,-0.0129681588586799
656288,2024,5,"CH/FF/KC/SI/SL",20,34428,0.231844158814358,0.87169084310833,0.551767500961344,41.7,39,52.8,99.3,33.7,-0.00447577553154409,-0.0081562747388342
692230,2024,6,"CH/CU/FC/FF/SI/SL",30,3495,0.236491127349277,0.866918487049225,0.551704807199251,41.6,43.8,44.2,96.4,13.3,0.013244635193133,-0.00593737708259766
694973,2024,6,"CH/CU/FF/FS/SL/ST",30,31875,0.253359497274918,0.850036424652913,0.551697960963915,41.6,61.9,20.9,101.3,54.2,-0.0192832941176471,-0.00967659761765304
687362,2025,4,"CH/FC/FF/ST",12,4194,0.207358391155184,0.896019464247647,0.551688927701416,41.6,17.9,84.4,102.2,62.5,0.00383476394849785,-0.0104021920980946
630023,2023,4,"FF/FS/SI/SL",12,12078,0.273668951234762,0.829703121054525,0.551686036144643,41.5,78,6.5,103.3,71.9,-0.0024621722846442,-0.0112420204028179
814005,2024,5,"CH/CU/FF/SL/ST",20,2808,0.214694442997149,0.888653310786761,0.551673876891955,41.5,23.3,76.8,102.2,62.5,0.0137478632478632,-0.0103875896948633
605288,2025,5,"CH/CU/FF/SI/SL",20,22704,0.245187131279099,0.858089391322966,0.551638261301033,41.4,53.6,31.7,100.9,49.7,-0.0113266384778013,-0.00940211214065534
663767,2025,5,"CH/FC/FF/SI/ST",20,8304,0.231180057658252,0.872092734835783,0.551636396247018,41.4,38.6,53.7,100.7,47.1,-0.0127615606936416,-0.00924045801491568
670990,2024,4,"CU/FF/SI/ST",12,6912,0.190845691408625,0.912407407043537,0.551626549226081,41.3,9.7,93.6,104.5,80.8,-0.00353394255874674,-0.0121927564439725
666277,2023,3,"CH/FF/SL",6,5298,0.208379317486561,0.894851234430023,0.551615275958292,41.3,18.6,83.4,100.7,47.1,-0.00922080924855491,-0.00925375786011469
663460,2025,5,"CH/FF/SI/SL/ST",20,21540,0.239098440335891,0.864097992621198,0.551598216478544,41.3,46.3,40.7,103.3,71.9,-0.0183136490250696,-0.0112585441596704
674944,2024,4,"FF/FS/SI/SL",12,2187,0.240629439256036,0.862565692789968,0.551597566023002,41.2,48,38.2,104.5,80.8,-0.0492633744855967,-0.012220084846919
458677,2025,4,"FC/FF/FS/SL",12,7344,0.28132554078949,0.821800210714925,0.551562875752207,41.2,82.9,4,103,69,-0.00952205882352941,-0.0110552199790734
543294,2025,4,"CH/CU/FF/SI",12,23139,0.228347300108218,0.874756716349722,0.55155200822897,41.1,36.1,58.1,97.8,21,-0.00961804745235317,-0.00702226582181403
682243,2024,7,"FC/FF/FS/KC/SI/SL/ST",42,49482,0.235086443384885,0.868008616197104,0.551547529790994,41.1,42.5,46.3,105.9,88.5,-0.0181768558951965,-0.0132567487672814
543101,2025,5,"FF/FS/KC/SI/SL",20,7548,0.231304976878032,0.871767503008931,0.551536239943482,41.1,38.7,53,100.3,42.9,0.00112877583465819,-0.00891389090553646
674285,2025,4,"CH/FF/SI/SL",12,4905,0.252349322007344,0.850717173247027,0.551533247627186,41,61,21.9,95.6,10,0.0162825688073394,-0.00530433020278931
669952,2023,4,"CU/FF/SL/ST",12,2241,0.231024753155282,0.872037753012019,0.551531253083651,41,38.4,53.5,97.8,21,0.00102008032128514,-0.00702151227664122
681869,2025,6,"CH/CU/FC/FF/SI/ST",30,8265,0.214599712070518,0.888436298010455,0.551518005040487,40.9,23.1,76.6,101.5,56.3,-0.00198003629764065,-0.00983904157394347
502085,2025,4,"FC/KC/SI/SL",12,2709,0.267752360968373,0.83517622875067,0.551464294859521,40.9,73.4,9.5,106.4,90.8,0.000534883720930232,-0.01368414794897
621244,2023,4,"CH/FF/SI/SV",12,26415,0.216330440198877,0.886519303942081,0.551424872070479,40.9,24.5,74.4,98.8,28.6,-0.010604571818492,-0.00773980960542816
668909,2023,4,"CH/CU/FF/SL",12,12465,0.198758995600706,0.90408178097081,0.551420388285758,40.8,12.8,90.2,99.7,37.4,-0.0137610108303249,-0.00846776984040377
675512,2025,6,"CU/FC/FF/FS/SI/SL",30,9840,0.234843538481096,0.867874485391992,0.551359011936544,40.8,42.2,46.2,102.4,64.1,-0.019907012195122,-0.0105718535501543
661403,2025,2,"FC/SL",2,2220,0.292007940179545,0.81070666721811,0.551357303698828,40.7,88.7,2.3,111.4,98.6,-0.017677027027027,-0.0175390333407621
669422,2024,5,"CU/FF/FS/SI/ST",20,3924,0.221963408961007,0.880684151876515,0.551323780418762,40.7,30,66.7,97.9,21.9,0.00425076452599388,-0.007102256508612
623474,2025,5,"CH/CU/FF/SI/SL",20,15372,0.247201975820027,0.85542652479128,0.551314250305653,40.6,55.8,27.7,101.1,51.7,-0.0157455113192818,-0.00958413460724129
663554,2024,7,"FC/FF/FS/KC/SI/SL/SV",42,32202,0.243221587105376,0.859314508219111,0.551268047662243,40.6,51.1,33.4,98.4,25.3,-0.00527110117384013,-0.00747636786815964
663567,2024,7,"CH/CU/FC/FF/SI/SL/SV",42,18702,0.236752525399606,0.865778076379101,0.551265300889353,40.6,44.3,42.9,98.3,24.5,-0.000240615976900866,-0.00737654095193352
594580,2023,4,"CH/FF/SI/ST",12,9225,0.218802582883117,0.883615640963053,0.551209111923085,40.5,26.8,70.9,107.7,94.5,-0.0182507462686567,-0.014688688967004
605130,2024,5,"CU/FF/SI/SL/ST",20,12264,0.224462414494784,0.877917036519985,0.551189725507385,40.5,32.3,62.9,100.8,48.4,-0.00861176470588235,-0.00930408620359444
676477,2025,4,"CH/SI/SL/ST",12,10620,0.215617489237615,0.886758725055434,0.551188107146524,40.4,24,74.8,100.8,48.4,-0.025019508057676,-0.00931664631872815
682610,2025,4,"FC/FF/SI/SL",12,2007,0.25226788361117,0.850094382420293,0.551181133015731,40.4,60.7,21.1,101.3,54.2,-0.000457399103139014,-0.00972608791218158
573124,2024,2,"SI/ST",2,3246,0.133441892132164,0.968901367195437,0.5511716296638,40.4,1.4,99.4,105,83.9,-0.0108783269961977,-0.0125969428876965
572955,2023,3,"CU/FF/SL",6,6504,0.212377586870409,0.88995688602307,0.55116723644674,40.3,21.2,78.9,103.9,76.6,-0.00595167286245353,-0.0116996507256562
445926,2025,5,"CH/CU/FC/SI/SL",20,2052,0.219268662896317,0.882994681063357,0.551131671979837,40.3,27.4,70.2,98.9,29.5,0.0307894736842105,-0.00786071048332283
642397,2023,3,"FF/SI/SL",6,5784,0.247971364273512,0.854188523825002,0.551079944049257,40.2,56.8,25.9,105.3,85.7,-0.0195219206680585,-0.0127962392167217
647336,2024,5,"CH/FF/SI/SL/SV",20,17304,0.217668739859809,0.884424844636078,0.551046792247944,40.2,25.9,72.2,102.4,64.1,-0.00530305131761442,-0.0105691652148335
687134,2025,5,"CU/FC/FF/FS/SL",20,12396,0.26056041473917,0.841429288316449,0.550994851527809,40.1,67.7,13.1,97.6,20,0.0112110358180058,-0.00684408083534022
593974,2023,4,"CH/FF/SI/SL",12,7893,0.277259698270107,0.824649779148964,0.550954738709535,40.1,80.4,4.7,107.8,94.6,-0.0132371721778791,-0.0147314284114729
660896,2024,4,"CH/FF/SI/SL",12,8370,0.248548390459329,0.853323131765497,0.550935761112413,40.1,57.4,24.9,103.3,71.9,-0.0163566810344828,-0.0112623156008591
672782,2025,7,"CH/CU/FC/FF/SI/SL/ST",42,19782,0.225192923824793,0.876658265098174,0.550925594461484,40,33,61.3,100.5,44.6,-0.00629026387625114,-0.0091189101854099
700187,2024,2,"FF/ST",2,969,0.106110212343569,0.995718342099626,0.550914277221597,40,0.7,99.9,102,60.7,-0.00835294117647059,-0.0102872011056919
663568,2025,6,"CH/FC/FF/SI/SL/ST",30,25305,0.255188986420998,0.846631053457686,0.550910019939342,39.9,63.2,17.6,97.8,21,-0.0171719027860107,-0.00703953882236894
656794,2023,5,"CH/CU/FF/SI/SV",20,3312,0.195037811080818,0.906772448429409,0.550905129755114,39.9,11.3,91.6,99.9,39.4,-0.0192210144927536,-0.00862993476433379
458677,2024,4,"FC/FF/FS/SL",12,7344,0.274713402932139,0.827074460324344,0.550893931628241,39.9,78.7,5.5,99,30.6,-0.000670343137254902,-0.00789935138800056
685107,2023,3,"CH/FF/SL",6,330,0.221304080115059,0.880477587676172,0.550890833895615,39.8,29.3,66.5,98.3,24.5,-0.00369090909090909,-0.00738854904742435
641329,2025,3,"CH/FF/SL",6,6612,0.23668059534587,0.865073918024045,0.550877256684957,39.8,44.1,41.9,102,60.7,-0.00824319419237749,-0.0102833447907491
681982,2025,4,"CH/FF/SI/ST",12,10422,0.243046988857644,0.858690820189016,0.55086890452333,39.7,50.9,32.4,102.3,63.4,-0.0133480138169257,-0.010510026468041
527048,2025,5,"CH/CU/FC/FF/SI",20,10824,0.259094745401657,0.842620804355143,0.5508577748784,39.7,66.3,14,98.5,26,-0.0154212860310421,-0.00751470685366372
608650,2025,5,"CH/CU/FC/FF/SI",20,8892,0.267422971564004,0.834252254464491,0.550837613014247,39.7,73.1,8.9,98.7,27.9,-0.00705444126074499,-0.00772135585440502
686580,2025,4,"CU/FC/FF/ST",12,4491,0.248586848210338,0.853050412333962,0.55081863027215,39.6,57.5,24.7,108.2,95.5,-0.0223446893787575,-0.0150750737502786
681882,2024,4,"FF/KC/SI/SL",12,1008,0.204805318968003,0.896744653651751,0.550774986309877,39.6,16.4,85.2,106,89.1,-0.0341071428571429,-0.0133767266384634
642239,2024,3,"FC/FF/ST",6,684,0.271315706415726,0.829979229609572,0.550647468012649,39.5,76.2,6.5,99.3,33.7,-0.0421228070175439,-0.00813099214540495
666720,2023,4,"CH/FF/SI/SL",12,2502,0.260993327955565,0.84024302013016,0.550618174042863,39.5,68.2,12.3,101,50.8,0.004,-0.00944833483677783
681869,2024,5,"CH/CU/FC/FF/ST",20,10056,0.191107937027978,0.910127102516778,0.550617519772378,39.4,9.8,92.9,103.6,74.3,-0.00515196078431372,-0.0115125488401895
808967,2024,6,"CU/FC/FF/FS/SI/SL",30,21930,0.22534005155947,0.875700314671934,0.550520183115702,39.4,33.3,59.7,101.1,51.7,-0.0156217510259918,-0.00955648521555146
669456,2024,5,"CH/FC/FF/KC/SL",20,1992,0.238456405093153,0.862580166892038,0.550518285992596,39.4,45.7,38.3,100.4,43.8,-0.0114156626506024,-0.00902836594530045
677976,2024,4,"CH/FF/SI/SL",12,1638,0.262834850632632,0.83817607836396,0.550505464498296,39.3,69.7,10.9,99.2,32.7,-0.00326923076923077,-0.00810267811711138
657697,2023,4,"FC/SI/SL/ST",12,486,0.259334706037001,0.84167163402769,0.550503170032346,39.3,66.6,13.3,99.8,38.4,-0.0108888888888889,-0.00857412696091665
674370,2023,5,"CH/FC/FF/SI/SL",20,11280,0.248421065743123,0.852580282937122,0.550500674340123,39.2,57.2,24.1,99.6,36.6,-0.0104446808510638,-0.0083661363490969
620982,2024,5,"FF/FS/SI/SL/ST",20,2640,0.253227640862773,0.847621632739542,0.550424636801157,39.2,61.8,18.5,98.8,28.6,0.0178454545454545,-0.00780116719867113
621076,2023,5,"CH/CU/FF/SI/SL",20,13080,0.218781419587346,0.882017512748897,0.550399466168121,39.2,26.8,68.6,96.5,13.8,-0.00615426997245179,-0.006021788067695
592426,2025,3,"CU/FF/SL",6,4650,0.251744751685658,0.849004486435071,0.550374619060365,39.1,60,19.8,105,83.9,-0.0179225543478261,-0.0125826725027013
571927,2023,4,"CH/CU/SI/SL",12,16344,0.214653664322725,0.886089403048459,0.550371533685592,39.1,23.3,74,99.2,32.7,-0.00933995584988962,-0.00805163643363063
547179,2023,7,"CH/CU/FC/FF/SI/SL/ST",42,42588,0.237630583331474,0.863064149718419,0.550347366524947,39,44.7,39.2,101.9,59.9,-0.0125944915254237,-0.0101564811636393
682847,2025,5,"CH/FC/FF/SI/SL",20,18000,0.263223694071268,0.837402301880107,0.550312997975687,39,69.8,10.6,99.1,31.8,-0.0120373333333333,-0.00799804617692765
612434,2024,4,"CH/FF/SI/SL",12,2088,0.247742554350093,0.852825788638082,0.550284171494088,39,56.5,24.4,104.1,77.9,0.012823275862069,-0.0119043533062534
612434,2023,4,"CH/FF/SI/SL",12,9072,0.253208101859918,0.84732718311734,0.550267642488629,38.9,61.8,18.3,103.4,72.8,-0.0156460618145563,-0.0113643913945809
665795,2024,5,"CH/CU/FF/SI/SL",20,20808,0.239752222694931,0.860680842900112,0.550216532797522,38.9,47,35.8,101.2,53,-0.00863552479815455,-0.00964379928414758
684974,2025,4,"CH/FC/FF/ST",12,1584,0.188741301475563,0.911644986775962,0.550193144125762,38.8,8.8,93.3,101.1,51.7,-0.00147727272727273,-0.0095829102930855
641482,2023,5,"CH/FC/FF/SL/ST",20,12804,0.211172100855888,0.889139839276251,0.55015597006607,38.8,20.4,77.5,100.6,45.7,-0.00743755868544601,-0.00917907846242899
673929,2024,3,"CU/FF/SL",6,3360,0.199738942798973,0.90057242992007,0.550155686359522,38.7,13.2,88.2,104.5,80.8,-0.0033125,-0.0122145949999257
677020,2025,2,"CU/FF",2,258,0.233553956156863,0.866642814001949,0.550098385079406,38.7,41,43.9,102.6,66.3,0.0137558139534884,-0.0106810754048553
623465,2025,4,"FC/FF/SI/ST",12,828,0.212212034595078,0.887967895486088,0.550089965040583,38.7,21,76.1,106.1,89.7,-0.0245108695652174,-0.0134260025876321
605130,2023,5,"CU/FF/SI/SL/ST",20,14364,0.214776095865168,0.885353686665554,0.550064891265361,38.6,23.3,73.1,100.2,42,-0.0154627615062761,-0.00888410371405664
669302,2024,6,"CU/FC/FF/FS/SI/SL",30,45615,0.252150902520322,0.847897287553162,0.550024095036742,38.6,60.6,18.7,101.6,57.1,-0.0186041529334212,-0.00994550739851871
673111,2023,2,"CH/FF",2,135,0.243228283265477,0.856750379870738,0.549989331568107,38.5,51.1,29.6,106.4,90.8,0.0115555555555556,-0.0136363061319571
666619,2023,3,"CH/SI/SL",6,6264,0.272894172654663,0.827058580528166,0.549976376591415,38.5,77.5,5.5,101.9,59.9,-0.0173650336215178,-0.0101522995113211
663969,2024,5,"CU/FF/FS/SI/ST",20,6936,0.228777523017769,0.871156973119792,0.54996724806878,38.5,36.6,51.8,98.6,26.9,0.00336332179930796,-0.00760992804343694
681168,2025,4,"CH/FF/SI/SL",12,2925,0.24982492538789,0.850104783275838,0.549964854331864,38.4,58.9,21.1,102,60.7,-0.00448923076923077,-0.0102643827342903
701643,2023,4,"CH/FC/SI/ST",12,5751,0.222015683801903,0.877840035678484,0.549927859740193,38.4,30,62.9,99.2,32.7,-0.00674451410658307,-0.00806435683454685
691769,2025,2,"FF/SL",2,213,0.217080857692508,0.882702287917835,0.549891572805172,38.3,25.3,69.8,98.9,29.5,0.011830985915493,-0.00784826951599877
656266,2024,2,"SI/SL",2,264,0.20191485861061,0.897822633977114,0.549868746293862,38.3,14.5,86.3,103.1,70.1,-0.0299318181818182,-0.0111078739504261
696131,2024,6,"CH/FC/FF/SI/SL/ST",30,9945,0.244980703006321,0.854720591516367,0.549850647261344,38.2,53.2,26.8,95.9,11.2,0.00193061840120664,-0.00552036980114179
453286,2023,5,"CH/CU/FC/FF/SL",20,29568,0.211761774542725,0.887937421404744,0.549849597973734,38.2,20.7,76,100.1,41.1,-0.0124492694805195,-0.00878506362642519
656302,2025,6,"CH/FF/KC/SI/SL/ST",30,45660,0.239877489137365,0.859814039724125,0.549845764430745,38.2,47.1,34.4,104.1,77.9,-0.00738744659875123,-0.0119030630310374
660600,2024,3,"FF/SI/SL",6,1914,0.246653440943345,0.853022703919722,0.549838072431534,38.1,55.2,24.7,102.9,68.4,-0.0282225705329154,-0.0109395923806279
450203,2025,5,"CH/CU/FC/FF/SI",20,30576,0.204037473058833,0.895635899653637,0.549836686356235,38.1,15.9,84.1,103.3,71.9,-0.00276805337519623,-0.0112662714845496
681217,2023,7,"CU/FC/FF/FS/SI/SL/ST",42,15984,0.224370069752931,0.875285744639788,0.549827907196359,38,32.2,59.2,101.5,56.3,-0.00857997698504028,-0.00989613062389228
502624,2024,6,"CH/CU/FC/FF/SI/ST",30,15240,0.209026943421928,0.89062068497255,0.549823814197239,38,19,79.3,102.3,63.4,-0.00751279527559055,-0.010488614416543
669371,2025,5,"CH/CU/FC/FF/SI",20,11580,0.222908770451953,0.876732440009862,0.549820605230908,38,30.6,61.4,100.9,49.7,-0.00774611398963731,-0.0094220721798616
519242,2023,4,"CH/FF/SI/SL",12,15030,0.207419056385929,0.892214116847613,0.549816586616771,37.9,18,81,103.2,71,-0.00895143884892086,-0.0111987142351109
641312,2025,4,"CH/FF/SL/ST",12,1890,0.226607801902986,0.872983484743741,0.549795643323363,37.9,34.3,55.2,99.5,35.8,0.0249809523809524,-0.00831201290469229
642585,2025,3,"FS/SI/SL",6,3744,0.23614707022483,0.86341944134163,0.54978325578323,37.8,43.4,39.7,108.8,96.7,-0.0186939102564103,-0.0154893421540225
682051,2023,5,"CH/FF/KC/SI/SL",20,3708,0.231699911474051,0.867860193286899,0.549780052380475,37.8,38.9,46.1,102.7,66.6,0.0114285714285714,-0.0107977150351493
607067,2023,6,"CU/FC/FF/FS/SI/ST",30,30240,0.23621615540869,0.863240168082161,0.549728161745426,37.8,43.4,39.4,96.1,12,-0.010917828685259,-0.00572039816827228
680730,2024,4,"CU/FF/FS/SL",12,21636,0.239719807001647,0.859713131103636,0.549716469052641,37.7,46.9,34.2,98.9,29.5,-0.0108297960882231,-0.00785952341303216
594835,2024,5,"CH/CU/FC/FF/SI",20,6552,0.26628300524995,0.833144281155707,0.549713643202828,37.7,72.3,8.1,95,8.1,-0.00458974358974359,-0.00483841064729133
543859,2023,3,"FF/SL/ST",6,7698,0.179590611813689,0.919807027173257,0.549698819493473,37.6,6.3,95.4,103.6,74.3,-0.0164996096799375,-0.0114941950800425
669684,2023,5,"CH/CU/FF/SL/ST",20,10428,0.200727289143966,0.898647941967703,0.549687615555835,37.6,13.7,86.8,100.9,49.7,-0.00601162790697674,-0.00943288725686089
668941,2025,5,"CH/FF/SI/SL/SV",20,11868,0.229623146610715,0.86974828703699,0.549685716823852,37.5,37.3,49.3,105.4,86,-0.0197694641051567,-0.012906611793529
615698,2025,6,"CU/FC/FF/FS/SI/SL",30,29970,0.250360838246122,0.849009025489999,0.549684931868061,37.5,59.2,19.8,95.7,10.2,0.00133633633633634,-0.00538344812290931
694646,2024,4,"CH/CU/FF/SL",12,693,0.183950707756449,0.91537979574135,0.5496652517489,37.5,7.4,94.4,103.2,71,0.00622077922077922,-0.0111904824685529
662253,2023,3,"FF/SI/SL",6,5010,0.253618352633562,0.845684397022303,0.549651374827933,37.4,62.2,16.7,101.7,58.2,-0.0163698296836983,-0.00998316323602921
669711,2024,6,"CH/FC/FF/SI/SL/ST",30,15420,0.228925469022594,0.870339354494116,0.549632411758355,37.4,36.8,50.5,102.7,66.6,-0.010730282375852,-0.0108005270267277
670102,2024,5,"CU/FF/FS/SI/SL",20,18696,0.210912872832354,0.88834583129405,0.549629352063202,37.3,20.3,76.5,102,60.7,-0.0183510911424904,-0.010260287869491
542585,2024,4,"CH/FF/SI/SL",12,2799,0.239745392812149,0.859439422995867,0.549592407904008,37.3,46.9,33.6,100.9,49.7,0.00615755627009646,-0.00940280332674497
663947,2023,6,"CH/CU/FC/FF/SI/ST",30,17925,0.230561290021596,0.868593679536774,0.549577484779185,37.3,38,47.4,100.6,45.7,-0.0248396305625525,-0.00916955674416679
664199,2025,4,"CH/FF/SI/SL",12,7776,0.245203652723416,0.85390852603065,0.549556089377033,37.2,53.7,25.7,101.8,59.2,-0.01759375,-0.0100830356284994
664948,2025,4,"CH/CU/FC/FF",12,1035,0.232330984976048,0.866748390954587,0.549539687965317,37.2,39.5,44.1,100,40.3,0.00351304347826087,-0.00869947640518228
693855,2025,6,"CH/CU/FC/FF/SI/ST",30,14925,0.232394195384864,0.866678236499963,0.549536215942414,37.1,39.6,44,99.3,33.7,-0.0146492462311558,-0.00817744404693756
606965,2023,4,"CH/FF/SL/ST",12,6111,0.226712900786399,0.872350758284571,0.549531829535485,37.1,34.5,54.2,100.7,47.1,-0.0166169895678092,-0.00921784634000119
664076,2025,5,"FC/FF/SI/SL/ST",20,10488,0.225765722796146,0.87325091836131,0.549508320578728,37.1,33.7,55.7,107.5,93.8,-0.0203109826589595,-0.0145399865558498
806185,2024,4,"CH/CU/FF/SL",12,12492,0.226645405831457,0.872348702262165,0.549497054046811,37,34.4,54.2,100.6,45.7,-0.00678025936599424,-0.00913753349318632
