"pitcher","game_year","num_pitch_types","pitch_arsenal","total_combinations","total_pitches","release_similarity_arsenal","approach_divergence_arsenal","tunnel_quality_arsenal"
656412,2024,4,"CH/FF/SI/SL",12,9063,0.251198209236361,0.883178248037411,0.567188228636886
666721,2023,4,"CH/FF/SI/SL",12,3078,0.278412597013695,0.855937961586343,0.567175279300019
518876,2025,6,"CH/CU/FC/FF/SI/SL",30,42495,0.27919918431531,0.855126561654161,0.567162872984735
664854,2023,3,"CU/FF/SL",6,3642,0.258326043094973,0.875815580529743,0.567070811812358
621074,2023,6,"CH/CU/FC/FF/SI/SL",30,10785,0.259301948558222,0.874835330881657,0.567068639719939
607536,2024,5,"CH/FC/FF/KC/SI",20,21228,0.309127128936296,0.824983173406798,0.567055151171547
661395,2023,3,"FF/FS/KC",6,6102,0.248166413119187,0.885821271162118,0.566993842140652
663559,2023,6,"CH/CU/FF/FS/SI/SL",30,19440,0.283693114483868,0.85024818259656,0.566970648540214
519043,2023,3,"CH/FF/KC",6,4938,0.230912503804456,0.902980787642255,0.566946645723355
608337,2025,4,"CH/CU/FF/SL",12,21294,0.256728079486512,0.877158907034034,0.566943493260273
660825,2024,4,"FF/FS/SI/SL",12,3969,0.220414166465437,0.913364175071688,0.566889170768562
666171,2024,3,"FC/FF/ST",6,1224,0.254286898271466,0.879377348431992,0.566832123351729
681432,2023,2,"FF/ST",2,405,0.168377576904973,0.965281983871274,0.566829780388123
657097,2025,3,"CH/FF/ST",6,5868,0.198815191031158,0.934797785136774,0.566806488083966
628708,2023,3,"FF/SI/SL",6,4194,0.251111204494393,0.882461335584216,0.566786270039304
666374,2025,4,"CH/FF/SI/SL",12,7344,0.228871064174131,0.904611167590916,0.566741115882524
643511,2023,3,"FF/SI/SL",6,6744,0.295606322822864,0.83783968886532,0.566723005844092
607259,2025,6,"CH/CU/FC/FF/SI/SL",30,38655,0.284912945635591,0.848375902270563,0.566644423953077
669060,2025,5,"CH/CU/FC/FF/SI",20,10176,0.25523893548363,0.878026237286716,0.566632586385173
593619,2023,4,"CH/FF/SI/SL",12,2862,0.291007925885866,0.842132394018232,0.566570159952049
605182,2024,6,"CH/CU/FC/FF/SI/ST",30,4545,0.237499454073422,0.895633989412626,0.566566721743024
678394,2024,5,"CH/FF/SI/SL/ST",20,32508,0.269879318589769,0.863160671515861,0.566519995052815
519242,2025,4,"CH/FF/SI/SL",12,18279,0.231815401516613,0.901203884854242,0.566509643185427
607237,2024,2,"FF/SL",2,309,0.228575294926152,0.904433320450568,0.56650430768836
668970,2025,3,"FF/SI/ST",6,1032,0.244417815042524,0.888589442985626,0.566503629014075
677976,2025,4,"CH/FF/SI/SL",12,711,0.281698344576513,0.851197158075437,0.566447751325975
655889,2025,3,"FF/SI/SL",6,2586,0.259274709745844,0.873600507958422,0.566437608852133
663531,2024,5,"FC/FF/FS/SI/ST",20,5568,0.281439224181056,0.851390562023357,0.566414893102207
518585,2023,5,"FC/FF/FS/SI/SL",20,13428,0.279439293198401,0.853355605943896,0.566397449571148
596133,2023,7,"CH/FC/FF/KC/SI/SL/ST",42,40644,0.281992899682916,0.85076583441546,0.566379367049188
665660,2025,4,"CH/FF/SI/SL",12,6885,0.288467059754014,0.844274608866409,0.566370834310212
621383,2025,5,"CH/FF/SI/SL/ST",20,13008,0.27039842622343,0.862341213904809,0.56636982006412
601713,2023,6,"CU/FC/FF/FS/SL/ST",30,35730,0.241963779317226,0.890775015965535,0.566369397641381
572888,2023,3,"FC/FF/ST",6,204,0.285927695674073,0.846806764419234,0.566367230046653
661269,2024,4,"CH/CU/FF/SL",12,720,0.2346403584607,0.898078853312367,0.566359605886534
592351,2024,4,"CH/CU/FF/SL",12,14580,0.26582312630148,0.866891524428545,0.566357325365013
592773,2023,3,"FF/FS/SL",6,5184,0.249794149033732,0.88286703986871,0.566330594451221
592826,2023,4,"CH/FF/SI/SL",12,5832,0.254059176670114,0.878585578964835,0.566322377817475
643361,2024,3,"CH/FC/FF",6,900,0.275676237481021,0.856932961382027,0.566304599431524
641927,2024,5,"CH/CU/FF/SL/ST",20,32304,0.233631921085634,0.898972288700277,0.566302104892956
686613,2024,6,"CH/FC/FF/KC/SI/SL",30,43335,0.271703614440103,0.860825590504504,0.566264602472304
628452,2023,4,"CH/FF/SI/SL",12,7830,0.294746814028761,0.837750782032237,0.566248798030499
669022,2023,5,"CH/CU/FF/SL/ST",20,29520,0.257859031494314,0.874637466794741,0.566248249144528
640451,2025,4,"CU/FF/FS/SL",12,1503,0.245519247382904,0.886974268307559,0.566246757845231
592662,2025,5,"CH/FF/KC/SL/ST",20,36828,0.260809153614646,0.871669578011013,0.56623936581283
668941,2023,4,"CH/FF/SI/SL",12,4923,0.277939073461396,0.854501608395146,0.566220340928271
593423,2023,2,"FS/SI",2,51,0.248961972082022,0.883432412909815,0.566197192495918
656257,2023,3,"FC/FF/ST",6,4080,0.220468276074592,0.911915491108587,0.56619188359159
664192,2023,3,"CU/FF/SI",6,4116,0.256079762733641,0.876300575201634,0.566190168967637
680684,2025,5,"CH/FF/SI/SL/ST",20,6564,0.273431326634384,0.858888277486708,0.566159802060546
678606,2025,3,"CH/SI/SL",6,7248,0.281122876413677,0.851190307453964,0.56615659193382
680704,2024,4,"FF/FS/SI/SL",12,9027,0.258449665507574,0.873753667413172,0.566101666460373
477132,2023,5,"CH/CU/FF/FS/SL",20,24228,0.255001222486933,0.877089116905786,0.56604516969636
694361,2024,3,"CU/FF/SL",6,876,0.236352092558737,0.895734266874404,0.56604317971657
676760,2025,4,"CH/FC/FF/ST",12,1476,0.249361738711645,0.882625714718585,0.565993726715115
693821,2025,4,"CH/FF/SI/SL",12,22626,0.286691752381297,0.845186372405887,0.565939062393592
696147,2023,2,"SI/SL",2,933,0.231177375373171,0.900668806009401,0.565923090691286
445276,2024,4,"FC/SI/SL/ST",12,7209,0.271529505991165,0.860296704444607,0.565913105217886
657424,2025,6,"CH/CU/FF/SI/SL/ST",30,7965,0.253464933050765,0.878289225353996,0.565877079202381
642232,2024,5,"CH/FC/FF/SI/ST",20,18108,0.261780534209036,0.869953244201417,0.565866889205226
670950,2025,3,"CH/FF/SL",6,696,0.257500772806754,0.874166723839123,0.565833748322938
657697,2024,3,"CU/FC/ST",6,1026,0.240053331327821,0.891601056319618,0.565827193823719
598286,2023,5,"CH/FF/SI/SL/ST",20,7884,0.267849479091002,0.863750622906162,0.565800050998582
686839,2023,4,"FF/SI/SL/ST",12,5814,0.270674979559538,0.860884094879835,0.565779537219686
500779,2023,5,"CH/CU/FF/SI/SV",20,14748,0.232613578624336,0.89893360297011,0.565773590797223
593576,2025,5,"CH/FF/FS/SI/SL",20,6564,0.297246008971019,0.834250047173254,0.565748028072137
678606,2024,4,"CH/FF/SI/SL",12,4284,0.3135010794156,0.817965984349243,0.565733531882421
664123,2024,4,"CH/FF/SI/ST",12,495,0.309525578329606,0.821873813230294,0.56569969577995
608334,2025,5,"CH/CU/FF/SI/SL",20,5520,0.268882415288085,0.862472243491089,0.565677329389587
554431,2024,2,"FF/SL",2,525,0.221955618289528,0.909385898396159,0.565670758342844
544727,2023,4,"FF/FS/SI/SL",12,2304,0.293730120226532,0.837510989291987,0.565620554759259
605513,2024,6,"CH/CU/FF/SI/SL/ST",30,13740,0.263535789682401,0.867678011986181,0.565606900834291
667463,2025,5,"CH/CU/FF/SI/SL",20,9384,0.256168574585597,0.874962873669509,0.565565724127553
663568,2024,6,"CH/FC/FF/SI/SL/ST",30,11955,0.274398142276257,0.85670369751369,0.565550919894974
681799,2024,3,"FC/SI/ST",6,2838,0.215985512968257,0.915067638507697,0.565526575737977
666168,2023,4,"CU/FF/SI/SL",12,8010,0.221607370188204,0.909433861363965,0.565520615776084
663462,2024,3,"FF/SL/ST",6,702,0.238281103609336,0.892604484622514,0.565442794115925
642546,2023,3,"CH/SI/SL",6,3318,0.266589177606657,0.864205932380098,0.565397554993377
621389,2023,5,"CH/CU/FC/FF/SI",20,15156,0.290134493889032,0.840587686908509,0.56536109039877
676755,2024,3,"CH/FF/SL",6,600,0.282072074761338,0.848614014182214,0.565343044471776
683769,2024,3,"CH/FF/SL",6,6450,0.242929991247097,0.887724224241119,0.565327107744108
593423,2024,6,"FC/FF/FS/SI/SL/ST",30,39495,0.28568010264826,0.844946159311921,0.565313130980091
684320,2025,4,"FF/FS/SI/SL",12,10422,0.24446624163567,0.886120879979888,0.565293560807779
690953,2025,6,"CH/CU/FF/SI/SL/ST",30,10800,0.240878474322343,0.889657601193164,0.565268037757753
518585,2025,4,"FF/FS/SI/SL",12,7128,0.262809223613206,0.8677056712417,0.565257447427453
605397,2023,6,"CH/CU/FC/FF/SI/SL",30,23220,0.252341005293979,0.8780756788807,0.56520834208734
541640,2025,5,"CH/CU/FC/FF/SI",20,1896,0.291069212719068,0.839339803494754,0.565204508106911
669212,2023,4,"CH/CU/FF/SL",12,10701,0.248798367015905,0.881533702693019,0.565166034854462
657044,2023,3,"FF/SI/SL",6,2658,0.278138533118732,0.852183784598052,0.565161158858392
666711,2025,3,"FF/SI/SL",6,1890,0.254986597537887,0.875294495232608,0.565140546385247
657265,2023,4,"CH/FF/SI/ST",12,5805,0.246234685483558,0.88402168050416,0.565128182993859
542914,2023,4,"FF/FS/SI/SL",12,2916,0.238904212533706,0.891339764146806,0.565121988340256
677161,2023,3,"CH/FF/SL",6,1020,0.240599268704066,0.889517670876771,0.565058469790419
681343,2025,5,"CH/CU/FF/SI/SL",20,28980,0.261871908783946,0.868203386130263,0.565037647457105
642232,2025,5,"CH/FC/FF/SI/ST",20,12204,0.257904923314974,0.872151015412929,0.565027969363952
666157,2024,4,"CH/CU/FF/SI",12,16767,0.261582332152649,0.868392232961172,0.56498728255691
683155,2023,5,"CH/FC/FF/SL/ST",20,1980,0.2295009899785,0.90043382021449,0.564967405096495
669438,2024,6,"CH/FC/FF/SI/SL/SV",30,5475,0.285118838662764,0.844792181082423,0.564955509872593
622663,2023,6,"CH/FC/FF/SI/SL/ST",30,24540,0.255246437479653,0.874609081372423,0.564927759426038
650895,2023,4,"CH/FF/SI/SL",12,1449,0.314553283958325,0.815189876862725,0.564871580410525
687798,2023,4,"CH/FF/SL/ST",12,3528,0.231118531624147,0.898621377603039,0.564869954613593
544150,2024,4,"CH/CU/FC/FF",12,20061,0.244317020621598,0.885282689318764,0.564799854970181
669467,2025,4,"FF/KC/SI/SL",12,24453,0.275266610490874,0.854313759776903,0.564790185133889
670766,2023,3,"CH/SI/ST",6,636,0.266540688577433,0.863034303915065,0.56478749624625
571863,2024,2,"FC/FF",2,60,0.245383717967382,0.884141967521174,0.564762842744277
676961,2024,6,"CH/CU/FC/FF/SI/ST",30,900,0.244780965039405,0.884733518158346,0.564757241598875
500779,2025,5,"CH/CU/FF/SI/SV",20,26088,0.239169639837394,0.890334603283177,0.564752121560286
666808,2024,3,"FC/SI/SL",6,6678,0.271519450572776,0.857951053635469,0.564735252104123
669432,2025,5,"CH/FF/SI/SL/ST",20,19512,0.282702295655583,0.846762189318518,0.564732242487051
434378,2023,4,"CH/CU/FF/SL",12,23418,0.226642074692405,0.902772986001105,0.564707530346755
666120,2025,3,"CH/CU/FF",6,1218,0.270253812828067,0.859138066090517,0.564695939459292
607200,2024,5,"CH/FC/FF/SI/ST",20,34692,0.289593645312806,0.839786732139084,0.564690188725945
666214,2024,4,"CH/CU/FC/FF",12,11016,0.249439960574218,0.879868259212129,0.564654109893173
642547,2025,4,"CH/CU/FF/SL",12,27774,0.234182409926875,0.895035563734991,0.564608986830933
686563,2025,5,"CH/FC/FF/SI/ST",20,21516,0.269380538025299,0.859817705528851,0.564599121777075
671111,2025,4,"CH/FF/SI/SL",12,1368,0.281094726504443,0.848039518527822,0.564567122516132
606303,2025,3,"FF/SI/SL",6,2658,0.199962388715975,0.929115371671007,0.564538880193491
695418,2025,4,"CH/FF/SI/SL",12,19134,0.301301380404207,0.827744975181138,0.564523177792673
657006,2024,5,"CH/CU/FF/SI/SL",20,24552,0.253086916879404,0.875954673698035,0.564520795288719
669923,2025,6,"CH/FF/FS/KC/SI/SL",30,31290,0.244591396465639,0.884407228198422,0.564499312332031
680744,2024,6,"FC/FF/FS/KC/SI/SL",30,6045,0.256552845110532,0.87237257027749,0.564462707694011
656546,2025,4,"FF/FS/SI/SL",12,10143,0.267425891148355,0.861464027092138,0.564444959120246
668941,2024,4,"CH/FF/SI/SL",12,8262,0.258954245430555,0.869718505279615,0.564336375355085
595897,2025,3,"FF/SI/SL",6,486,0.258561778473599,0.870059774131504,0.564310776302551
622072,2023,3,"CH/SI/SL",6,10224,0.247843716736962,0.880707244183501,0.564275480460231
517008,2023,2,"FC/FF",2,186,0.301526466415994,0.827010695820851,0.564268581118422
669145,2023,5,"CH/CU/FF/SI/SL",20,2580,0.272961225861957,0.855547815013933,0.564254520437945
596001,2023,4,"CH/FF/SI/SL",12,12438,0.244066330605694,0.884403856121996,0.564235093363845
656240,2025,3,"FF/FS/SL",6,4230,0.298234092733914,0.830137833970923,0.564185963352419
657006,2025,5,"CH/CU/FF/SI/SL",20,3756,0.235815750001384,0.892555465893067,0.564185607947225
476595,2023,4,"CU/FC/SI/ST",12,2538,0.231990933290494,0.896327077858844,0.564159005574669
641816,2023,4,"FC/FF/FS/SL",12,3780,0.225722300339232,0.902518328479958,0.564120314409595
622072,2024,3,"CH/SI/SL",6,4530,0.241185505329082,0.887031589872125,0.564108547600603
622786,2024,4,"CH/FF/SI/SL",12,5760,0.263459112788488,0.864739712578299,0.564099412683394
663558,2025,3,"CH/FC/FF",6,444,0.256436680367051,0.871758294405467,0.564097487386259
607074,2024,5,"CH/CU/FC/FF/SL",20,37212,0.244322658092551,0.883863807996136,0.564093233044343
663158,2023,4,"CH/FF/SI/SL",12,4005,0.297832796723262,0.830217274886717,0.56402503580499
621244,2024,5,"CH/FC/FF/SI/SV",20,34884,0.251867373688312,0.876169778173796,0.564018575931054
676508,2025,5,"CU/FC/FF/SI/ST",20,15144,0.240624894617257,0.8873935174829,0.564009206050079
663893,2025,4,"FC/FF/KC/SI",12,11160,0.260089493514777,0.867889269002593,0.563989381258685
694477,2025,6,"CH/FC/FF/SI/SL/SV",30,30060,0.271928797037482,0.856018026626914,0.563973411832198
665625,2025,2,"SI/SL",2,561,0.243814796859355,0.884120664675539,0.563967730767447
519293,2024,4,"CH/CU/FF/SL",12,6057,0.227033770389738,0.900881698569869,0.563957734479803
656232,2024,5,"CH/CU/FF/SI/ST",20,6072,0.241526986306624,0.886362859584649,0.563944922945637
663738,2023,5,"CH/FF/KC/SI/SL",20,9696,0.279989752274998,0.847899630084195,0.563944691179596
608717,2023,5,"CH/CU/FF/SI/SL",20,16260,0.235657235774933,0.892178891278648,0.56391806352679
669796,2024,2,"FF/SL",2,267,0.238149549751502,0.889671586402228,0.563910568076865
669923,2024,6,"FC/FF/FS/KC/SI/SL",30,44475,0.247122127402532,0.880621468443555,0.563871797923043
667463,2023,3,"CH/SI/SL",6,3150,0.317940478344118,0.809776886872078,0.563858682608098
669422,2025,5,"FC/FF/FS/SI/SL",20,6084,0.258291182355368,0.869421004220833,0.5638560932881
543101,2023,5,"CH/FF/KC/SI/SL",20,18588,0.263961374158823,0.863709078262522,0.563835226210672
674370,2025,5,"CH/FC/FF/SI/SL",20,16536,0.277932705630348,0.849733584025564,0.563833144827956
608717,2024,5,"CH/CU/FF/SI/SL",20,11892,0.235822327576926,0.891823112670025,0.563822720123475
657746,2025,6,"CU/FF/FS/SI/SL/ST",30,41925,0.239928102863983,0.887712040858087,0.563820071861035
519043,2024,3,"CH/FF/KC",6,5088,0.213501324636553,0.914095422585266,0.56379837361091
663554,2025,5,"FF/FS/SI/SL/SV",20,28224,0.276914105711746,0.850561270134916,0.563737687923331
642239,2025,5,"CH/FC/FF/FS/ST",20,4164,0.248183328828364,0.879259980726833,0.563721654777599
621112,2024,6,"CH/CU/FC/FF/SI/ST",30,18180,0.249542528823234,0.877886663929241,0.563714596376237
689017,2024,6,"CH/CU/FF/KC/SL/ST",30,17235,0.232866036976431,0.894441099346719,0.563653568161575
682990,2023,5,"CH/CU/FF/SI/SL",20,10392,0.257094096445133,0.870169982828476,0.563632039636805
664875,2025,3,"FF/SI/ST",6,1620,0.252022780766678,0.875061351182078,0.563542065974378
592791,2023,7,"CH/CU/FC/FF/SI/SL/ST",42,45522,0.252586716342789,0.874358443141053,0.563472579741921
458681,2024,6,"CH/CU/FC/FF/SI/ST",30,30585,0.255164254300378,0.871758496163981,0.56346137523218
673858,2023,3,"CU/FF/SL",6,336,0.234545061434592,0.892233322720687,0.563389192077639
571946,2025,3,"FF/FS/ST",6,4194,0.233363974934097,0.893410006823352,0.563386990878725
548389,2024,6,"CH/FC/FF/KC/SI/SL",30,20370,0.278291072799695,0.848323230938135,0.563307151868915
518886,2023,3,"FF/KC/ST",6,6726,0.186445086725793,0.940149310589475,0.563297198657634
554340,2024,6,"CH/CU/FF/SI/SL/ST",30,9285,0.249729810960799,0.876844950886899,0.563287380923849
694037,2025,4,"FF/FS/SI/SL",12,7542,0.270544609558447,0.856017344752481,0.563280977155464
682990,2024,6,"CH/CU/FC/FF/SI/SL",30,12165,0.269008130371097,0.857427516605365,0.563217823488231
666200,2025,5,"CH/FF/SI/SL/ST",20,36156,0.259955027154512,0.866477830724703,0.563216428939607
672730,2023,4,"CH/FF/SI/SL",12,1494,0.314930947742862,0.811461549933949,0.563196248838406
671106,2023,5,"CH/FC/FF/SL/ST",20,25596,0.267465021839836,0.858921034316879,0.563193028078357
650893,2024,5,"CH/CU/FC/FF/SI",20,12360,0.246804174625441,0.879571667138963,0.563187920882202
681402,2023,3,"CH/FF/SL",6,2400,0.230381494524257,0.895975376681028,0.563178435602642
669713,2024,5,"CH/FC/FF/SI/ST",20,12900,0.241355813839728,0.884951439525202,0.563153626682465
502043,2025,6,"CH/CU/FC/FF/SI/ST",30,4125,0.249269599246546,0.876968930796744,0.563119265021645
665665,2023,4,"CH/FF/SI/SL",12,2790,0.297180533297844,0.829051844733682,0.563116189015763
680767,2025,4,"CH/FC/FF/SL",12,8262,0.262347192909631,0.863869734727161,0.563108463818396
623433,2025,3,"CH/CU/FF",6,1428,0.268557868111806,0.857612673655692,0.563085270883749
676775,2024,4,"FF/FS/SI/SL",12,7614,0.296590284887037,0.829467446168569,0.563028865527803
663992,2024,4,"FF/SI/SL/ST",12,4752,0.276818908759322,0.849221403222247,0.563020155990785
605130,2025,5,"CU/FF/SI/SL/ST",20,15276,0.244195082258753,0.881836637267548,0.56301585976315
695243,2024,3,"CH/FF/SL",6,6132,0.231909764688728,0.894084330128573,0.56299704740865
664139,2025,5,"CH/FC/FF/SL/ST",20,4644,0.248411789896793,0.877579003805242,0.562995396851018
543518,2025,4,"FF/FS/SI/SL",12,2673,0.26404477792415,0.861903376635805,0.562974077279978
676206,2023,4,"CH/CU/FF/SL",12,2583,0.253687751406312,0.872240738871516,0.562964245138914
676684,2023,4,"CH/FF/SI/SL",12,7020,0.262549195378833,0.863369233601023,0.562959214489928
671345,2023,3,"CH/SI/SL",6,6264,0.301606565609912,0.824296156802364,0.562951361206137
642232,2023,5,"CH/FC/FF/SI/ST",20,17076,0.259871301181541,0.865972468791401,0.562921884986471
656458,2025,2,"FF/SL",2,45,0.297898128738297,0.827926452995349,0.562912290866823
607968,2023,5,"CH/CU/FF/SI/SL",20,4200,0.260135215484353,0.865668115609781,0.562901665547067
671305,2024,3,"FF/SI/SL",6,3606,0.247830907623393,0.877954766463673,0.562892837043533
663804,2025,3,"CH/FF/SL",6,1662,0.22414407085796,0.901637969182705,0.562891020020332
605156,2024,5,"CH/FF/KC/SI/SL",20,4836,0.262711264153362,0.863022240019604,0.562866752086483
670167,2024,5,"CH/FC/FF/SI/ST",20,10740,0.276060032361119,0.849662375481811,0.562861203921465
547973,2025,4,"FF/FS/SI/SL",12,8253,0.268552276124594,0.857160842508902,0.562856559316748
547001,2025,3,"CH/SI/SL",6,342,0.258086312049233,0.867592528286069,0.562839420167651
691587,2023,4,"CH/CU/FF/SL",12,13806,0.256102643943457,0.869545280987907,0.562823962465682
660730,2025,5,"CH/CU/FC/FF/ST",20,3972,0.22329098786722,0.902355551182002,0.562823269524611
682120,2023,4,"CU/FF/SI/SL",12,4581,0.257263871926171,0.868372554328131,0.562818213127151
554340,2025,5,"CH/CU/FF/SI/ST",20,4284,0.229186745638917,0.896374475577121,0.562780610608019
694819,2025,4,"CH/CU/FF/SL",12,10476,0.240702682292363,0.88485220055315,0.562777441422757
668933,2024,4,"CH/FC/SI/SL",12,12078,0.276146487420354,0.849374097428004,0.562760292424179
605200,2023,7,"CH/CU/FC/FF/SI/SL/ST",42,26946,0.244308865354362,0.881151566348327,0.562730215851344
592791,2024,6,"CH/CU/FC/FF/SI/ST",30,37245,0.244666284009267,0.880777440803657,0.562721862406462
642701,2024,5,"CH/FC/FF/SI/SL",20,13248,0.285286552318315,0.840098599864859,0.562692576091587
445926,2023,4,"CH/CU/FC/SI",12,5184,0.238162260618577,0.887159366047241,0.562660813332909
656222,2023,4,"CH/FC/FF/SL",12,6579,0.245895561294437,0.879420167091373,0.562657864192905
663385,2023,3,"CH/SI/SL",6,1476,0.25534216709662,0.869939563388946,0.562640865242783
656671,2024,4,"CH/FF/SI/SL",12,864,0.271812930747719,0.853409458154953,0.562611194451336
664076,2023,3,"FF/SI/SL",6,1266,0.185861336156547,0.939275596504991,0.562568466330769
678020,2024,3,"FF/FS/SL",6,1062,0.260847667130538,0.864208323737913,0.562527995434226
672582,2023,4,"CH/FF/SI/SL",12,6363,0.275333790908316,0.84970840807857,0.562521099493443
608337,2023,4,"CH/CU/FF/SL",12,28692,0.246121453999811,0.878673536697719,0.562397495348765
687330,2023,4,"FC/FF/SI/ST",12,9594,0.237800575704268,0.886985541842978,0.562393058773623
669947,2025,4,"FF/FS/SL/ST",12,1386,0.253101245503033,0.871666411010021,0.562383828256527
666200,2023,5,"CH/FC/FF/SI/SL",20,35856,0.273736713106378,0.851007668052155,0.562372190579266
668754,2023,4,"CH/FC/SI/ST",12,1026,0.27491379167511,0.849817720624303,0.562365756149707
623167,2024,6,"CH/CU/FC/FF/SL/ST",30,41940,0.240591081094701,0.883901714946289,0.562246398020495
518489,2025,4,"FC/FF/SI/SL",12,3636,0.277455659594465,0.847036208905396,0.56224593424993
700241,2024,6,"CH/CU/FC/FF/SI/ST",30,4665,0.26879762828168,0.855687212002144,0.562242420141912
641778,2023,4,"CU/FC/FF/SL",12,7524,0.251812408595286,0.872619377262635,0.56221589292896
621107,2023,7,"CH/CU/FC/FF/SI/SL/ST",42,46386,0.247275528599829,0.877155418356619,0.562215473478224
800048,2025,5,"CH/CU/FF/SI/SL",20,7500,0.240238995477593,0.884034313972142,0.562136654724868
681517,2023,3,"FF/SL/ST",6,330,0.231931986051537,0.89232686663891,0.562129426345224
657376,2024,5,"CH/FC/KC/SI/ST",20,17436,0.255443212236472,0.868750919862584,0.562097066049528
670970,2024,6,"CU/FF/KN/SI/SL/ST",30,15960,0.228937756677333,0.895213984030911,0.562075870354122
434378,2024,4,"CH/CU/FF/SL",12,14202,0.223892597005092,0.900190591442933,0.562041594224012
661527,2025,5,"CH/FC/FF/SI/ST",20,1440,0.260202170478715,0.863857341698486,0.5620297560886
472610,2025,5,"FF/FS/SI/SL/ST",20,10752,0.249511219573628,0.874467993553837,0.561989606563733
641712,2024,6,"CH/CU/FC/FF/SI/SL",30,22620,0.27596630180822,0.847968439752559,0.56196737078039
621366,2024,4,"CH/SI/SL/ST",12,1566,0.269145565160941,0.854714950352472,0.561930257756706
665871,2023,7,"CH/CU/FC/FF/SI/SL/ST",42,30780,0.247176198678123,0.876624185598804,0.561900192138463
623211,2025,4,"CH/FC/FF/SI",12,9099,0.303321334490001,0.820457615361951,0.561889474925976
623352,2024,3,"CH/SI/SL",6,6984,0.262054242350178,0.86170250129862,0.561878371824399
675650,2025,3,"CU/FC/FF",6,486,0.219663034084374,0.904080432113035,0.561871733098704
701542,2025,5,"CH/CU/FF/SI/ST",20,33624,0.217254371946312,0.906459197730939,0.561856784838625
605540,2025,6,"CH/CU/FC/FF/SI/ST",30,14460,0.271017418810739,0.85268581425913,0.561851616534934
676092,2025,5,"FC/FF/SI/ST/SV",20,5724,0.292664076305677,0.831010482727553,0.561837279516615
489119,2023,6,"CH/CU/FC/FF/SI/SL",30,28095,0.264783431474375,0.858881501248453,0.561832466361414
678020,2025,3,"FF/FS/SL",6,3816,0.272294759220843,0.8513357113496,0.561815235285222
687003,2025,5,"CH/FF/SI/SL/ST",20,1548,0.268680354990011,0.854943257619065,0.561811806304538
680689,2024,2,"CH/FF",2,45,0.22599827737206,0.897599208898034,0.561798743135047
593958,2025,6,"CH/CU/FC/FF/SI/SL",30,38820,0.273267056668562,0.850320804201499,0.56179393043503
670167,2023,4,"CH/FF/SI/ST",12,7380,0.271541879236431,0.852010219410888,0.56177604932366
674681,2023,3,"CH/FF/SL",6,510,0.196364293452929,0.927073474099697,0.561718883776313
624647,2024,3,"CH/SI/SL",6,2304,0.281877484410407,0.841520985760497,0.561699235085452
672391,2025,4,"CH/FC/FF/ST",12,7092,0.23071794777294,0.892607933518071,0.561662940645505
645261,2023,5,"CH/CU/FF/SI/SL",20,32628,0.28808066633633,0.835214367597589,0.56164751696696
621345,2023,3,"CH/FC/FF",6,6306,0.250440136392443,0.872808521163886,0.561624328778165
682847,2024,5,"CH/FC/FF/SI/SL",20,25716,0.281705062838676,0.841360566425335,0.561532814632005
621139,2023,3,"FF/FS/SL",6,552,0.244386856229788,0.878654649483152,0.56152075285647
621051,2025,4,"CH/FC/FF/ST",12,8766,0.218407236813117,0.904622728648786,0.561514982730952
673540,2024,3,"FC/FF/FO",6,390,0.31817411864438,0.804814757406805,0.561494438025593
668933,2025,2,"FC/SL",2,3117,0.279562200821581,0.843398902203554,0.561480551512567
669330,2023,5,"CH/CU/FC/FF/SL",20,22836,0.240556093912851,0.882385747672337,0.561470920792594
680951,2025,4,"CH/CU/FF/SL",12,918,0.212817937790237,0.91010388907597,0.561460913433104
701121,2025,4,"CH/FF/SI/ST",12,1584,0.264865995602462,0.858052911371016,0.561459453486739
608371,2023,4,"CU/FF/SL/ST",12,9486,0.213914279141461,0.908987796293244,0.561451037717352
682842,2024,2,"SI/SL",2,765,0.210554185875632,0.912346420793426,0.561450303334529
670329,2025,4,"CH/CU/FF/SL",12,5274,0.252196397047196,0.870681821988055,0.561439109517625
687798,2024,4,"CH/FF/SL/ST",12,1926,0.245927947709636,0.876902028387712,0.561414988048674
656657,2023,5,"CH/CU/FC/FF/SI",20,2076,0.290304136698279,0.832515682586263,0.561409909642271
628452,2025,4,"CH/FF/SI/SL",12,8676,0.270767594472375,0.852045635045126,0.56140661475875
687209,2025,3,"FC/FF/SL",6,990,0.232959537479928,0.889824039194301,0.561391788337114
608379,2025,6,"CH/CU/FC/FF/SI/SL",30,39975,0.258593082323655,0.864152020708967,0.561372551516311
600917,2025,6,"CH/CU/FC/FF/SI/SL",30,3435,0.246893623382191,0.875825219993101,0.561359421687646
605121,2024,4,"FC/FF/SI/SL",12,8505,0.249739900268102,0.872934674241069,0.561337287254585
593958,2024,5,"CH/FC/FF/SI/SL",20,10392,0.294265280607719,0.828379896997529,0.561322588802624
640462,2024,6,"CH/FF/FS/SI/SL/ST",30,17595,0.247673539169704,0.874939611147609,0.561306575158656
642547,2023,4,"CH/CU/FF/SL",12,25551,0.238536467254375,0.88406247279401,0.561299470024192
686218,2023,4,"CH/FF/SL/ST",12,9270,0.217534057945041,0.905048357057208,0.561291207501125
571578,2024,6,"CH/CU/FC/FF/SI/SL",30,43275,0.266596303704487,0.855978296367358,0.561287300035922
