"pitcher","game_year","pitch_arsenal","n_pitches","avg_actual_rv","xrv_percentile","tunnel_quality_arsenal","release_similarity_arsenal","approach_divergence_arsenal","tunnel_quality_percentile","release_sim_percentile","approach_div_percentile","num_pitch_types","total_pitches","total_combinations"
680891,2024,"FF/SL",294,0.0120510204081633,8.5,0.568143798008715,0.261716403994329,0.8745711920231,74.9,68.8,57.8,2,294,2
657746,2023,"FF/FS/SL/ST",8049,-0.00731680954155796,45.2,0.568103251607695,0.260623700776405,0.875582802438986,74.9,67.7,59.7,4,24138,12
660761,2025,"CH/FF/SI/SL",885,-0.0215491525423729,91.3,0.568076263282107,0.259896384715635,0.876256141848579,74.8,66.9,61.1,4,2601,12
606149,2023,"CH/FF/SL",2610,-0.00594367816091954,39.2,0.568055437882616,0.289566391785398,0.846544483979833,74.8,87.5,17.1,3,5220,6
543766,2024,"CU/FC/ST",285,0.0317052631578947,2.1,0.568055367845865,0.248498452698223,0.887612282993508,74.7,57.1,76.2,3,504,6
663903,2025,"FC/FF/SI/SL/ST",8550,-0.00852245614035088,50.3,0.568045628006018,0.269511265465479,0.866579990546557,74.7,74.8,43.7,5,34200,20
671345,2024,"CH/FF/SI/SL",2715,-0.0188243093922652,85.8,0.568042612596082,0.287755817922009,0.848329407270153,74.6,86.5,18.9,4,8145,12
678394,2023,"CH/FC/FF/SI/SL/ST",7854,-0.00242131398013751,28.8,0.568040179408581,0.281921905135004,0.854158453682159,74.6,83.5,25.7,6,39270,30
676979,2025,"CH/FC/FF/SI/ST",9450,-0.015615873015873,76.6,0.568029600236023,0.256409756829714,0.879649443642332,74.6,64.2,65.6,5,37800,20
622103,2023,"FF/SI/SL",648,-0.00011574074074074,23.8,0.568025131005134,0.228494347239883,0.907555914770385,74.5,35.9,92.2,3,1296,6
672391,2024,"CH/FC/FF/ST",1098,-0.0132267759562842,68.8,0.568014408263045,0.239816923602858,0.896211892923233,74.5,46.8,85,4,3294,12
669620,2024,"CH/CU/FC/FF/SI",1050,-0.0106,58.6,0.567994338931218,0.283974768550563,0.852013909311873,74.4,84.7,23.4,5,4200,20
472610,2024,"FC/FF/FS/SI/SL/ST",2694,-0.011445434298441,61.6,0.567980846837549,0.247592019405934,0.888369674269164,74.4,56.2,76.8,6,13455,30
640470,2023,"FC/FF/SI/SL/ST",2838,-0.0176553911205074,82.6,0.567973534412137,0.287629820932516,0.84831724789176,74.3,86.4,18.8,5,11280,20
592767,2024,"FC/KC/SI",3045,-0.00857241379310345,50.5,0.567950397691184,0.263923356984579,0.871977438397789,74.3,70.4,53.5,3,6072,6
669391,2023,"FC/FF/ST",204,0.0123970588235294,8.2,0.567910991899331,0.246242644897997,0.889579338900665,74.3,54.8,78.6,3,336,6
606625,2023,"CH/FF/SL",144,0.0376458333333333,1.8,0.567904698712614,0.202507955124913,0.933301442300315,74.2,14.4,97.6,3,288,6
656557,2023,"FC/FF/FS/SI/SL/ST",5187,-0.00809543088490457,48.5,0.567903055480704,0.285419430076317,0.850386680885091,74.2,85.4,21.3,6,25920,30
543594,2023,"CH/CU/FC/FF/ST",186,0.0537741935483871,0.5,0.567871009048072,0.23872012062068,0.897021897475463,74.1,45.7,85.9,5,744,20
676962,2025,"CH/FF/KC",5277,-0.00242637862421831,28.9,0.567833068532761,0.271321122098488,0.864345014967035,74.1,76.2,41,3,10554,6
622251,2024,"FF/SI/SL",1260,-0.0271285714285714,96.4,0.567813371516209,0.252675668249561,0.882951074782857,74.1,61.1,70.4,3,2484,6
657571,2024,"FC/FF/SI/SV",2820,-0.010531914893617,58.4,0.567793651534491,0.246512832226569,0.889074470842414,74,54.9,77.8,4,8442,12
656412,2023,"CH/FF/SL",3102,-0.0143520309477756,72.5,0.567792017512626,0.238881278164073,0.896702756861179,74,45.8,85.5,3,6204,6
687911,2024,"CU/FF/SI/ST",1248,-0.01846875,85,0.567789678083185,0.233475594312972,0.902103761853398,73.9,40.7,89.4,4,3744,12
669854,2024,"CH/CU/FF/SL",8253,-0.017196292257361,81.2,0.567689153253295,0.255070443020266,0.880307863486326,73.9,63,66.4,4,24759,12
641447,2023,"CH/FC/SI/SL",207,0.0510724637681159,0.7,0.567640732444314,0.32963853767108,0.805642927217547,73.8,98.4,1.3,4,567,12
660787,2023,"CH/SI/SL",1191,-0.0198841309823678,88.3,0.567596479200129,0.286028683440757,0.849164274959501,73.8,85.8,19.6,3,2382,6
690829,2025,"FF/SI",210,0.00517142857142857,14.8,0.567590404272182,0.298825549365739,0.836355259178624,73.8,91.5,9.7,2,201,2
596001,2024,"CH/FF/SI/SL",2829,-0.0235461293743372,92.9,0.567580118071342,0.259974155509324,0.875186080633359,73.7,67,59.2,4,8469,12
571616,2023,"FC/FF/SI/SL",228,0.00660526315789474,13.2,0.567555111898264,0.265925295933487,0.869184927863041,73.7,72,48.3,4,603,12
606149,2024,"CH/FF/SL",1203,0.0103965087281796,9.8,0.567539851525607,0.280644931823628,0.854434771227587,73.6,82.5,26.1,3,2388,6
663992,2023,"FF/SI/SL",1134,-0.0183624338624339,84.7,0.567538830669032,0.27716957739761,0.857908083940454,73.6,80.3,31.3,3,2244,6
489119,2024,"CH/FC/FF/SI",354,-0.0126101694915254,65.4,0.567474482491906,0.288131262902733,0.846817702081079,73.5,86.7,17.5,4,1008,12
642207,2023,"CH/FC/FF",2844,-0.0264208860759494,96.1,0.567464593683841,0.254029529446841,0.880899657920841,73.5,62.3,67.4,3,5688,6
518886,2025,"CH/FF/KC/ST",690,0.00200869565217391,19.2,0.567392421597839,0.213558842236154,0.921226000959526,73.5,21.4,96.1,4,2070,12
694851,2025,"CH/FF/SL",735,0.00428571428571429,15.6,0.567383715014305,0.282174853016924,0.852592577011686,73.4,83.9,23.8,3,1470,6
607644,2024,"CH/FF/KC/SL",960,-0.017090625,80.9,0.567331528333428,0.235585825578611,0.899077231088244,73.4,42.7,87.5,4,2880,12
668968,2024,"CH/SI/SL",1311,-0.0181121281464531,83.9,0.567328676611191,0.267005389724137,0.867651963498246,73.3,72.6,45.5,3,2616,6
686563,2024,"CH/FC/FF/SI/ST",6081,-0.00491267883571781,36.2,0.567273149190232,0.280049369857185,0.854496928523279,73.3,82,26.2,5,24324,20
642701,2023,"CH/FC/FF/SI/SL",663,-0.00718552036199095,44.5,0.567272230079021,0.274831159397728,0.859713300760313,73.3,78.9,34.1,5,2652,20
690990,2025,"CH/CU/FF/SI/ST",5364,-0.0203758389261745,89.5,0.567260270922852,0.261642254470846,0.872878287374858,73.2,68.7,55.1,5,21408,20
671096,2023,"CH/CU/FF/ST",5691,-0.00630047443331576,40.5,0.567226057960901,0.234730581909121,0.89972153401268,73.2,41.8,88.1,4,17028,12
656412,2024,"CH/FF/SI/SL",3021,-0.0115233366434955,62.1,0.567188228636886,0.251198209236361,0.883178248037411,73.1,59.5,70.6,4,9063,12
666721,2023,"CH/FF/SI/SL",1026,-0.0104502923976608,58,0.567175279300019,0.278412597013695,0.855937961586343,73.1,81.2,28.3,4,3078,12
518876,2025,"CH/CU/FC/FF/SI/SL",8499,-0.0143649841157783,72.5,0.567162872984735,0.27919918431531,0.855126561654161,73,81.4,27.1,6,42495,30
664854,2023,"CU/FF/SL",1821,-0.0198698517298188,88.3,0.567070811812358,0.258326043094973,0.875815580529743,73,65.7,60.1,3,3642,6
621074,2023,"CH/CU/FC/FF/SI/SL",2157,-0.00333796940194715,31,0.567068639719939,0.259301948558222,0.874835330881657,73,66.4,58.3,6,10785,30
607536,2024,"CH/FC/FF/KC/SI",5307,-0.00170039570378745,27,0.567055151171547,0.309127128936296,0.824983173406798,72.9,95.3,4.4,5,21228,20
661395,2023,"FF/FS/KC",3051,-0.0176991150442478,82.7,0.566993842140652,0.248166413119187,0.885821271162118,72.9,56.7,74,3,6102,6
663559,2023,"CH/CU/FF/FS/SI/SL",3888,-0.00179243827160494,27.2,0.566970648540214,0.283693114483868,0.85024818259656,72.8,84.6,21.1,6,19440,30
519043,2023,"CH/FF/KC",2472,-0.0125752427184466,65.3,0.566946645723355,0.230912503804456,0.902980787642255,72.8,38,90,3,4938,6
608337,2025,"CH/CU/FF/SL",7101,-0.0121094212082805,64.2,0.566943493260273,0.256728079486512,0.877158907034034,72.8,64.4,62.2,4,21294,12
660825,2024,"FF/FS/SI/SL",1323,-0.0201315192743764,88.8,0.566889170768562,0.220414166465437,0.913364175071688,72.7,28.2,94.3,4,3969,12
666171,2024,"FC/FF/ST",624,-0.0424903846153846,99.4,0.566832123351729,0.254286898271466,0.879377348431992,72.7,62.5,65.1,3,1224,6
681432,2023,"FF/ST",405,-0.0125259259259259,65.2,0.566829780388123,0.168377576904973,0.965281983871274,72.6,3.7,99.5,2,405,2
657097,2025,"CH/FF/ST",2934,-0.0191728016359918,86.4,0.566806488083966,0.198815191031158,0.934797785136774,72.6,12.2,97.9,3,5868,6
628708,2023,"FF/SI/SL",2100,-0.00130285714285714,26.3,0.566786270039304,0.251111204494393,0.882461335584216,72.5,59.4,69.7,3,4194,6
666374,2025,"CH/FF/SI/SL",2466,-0.0113102189781022,61.1,0.566741115882524,0.228871064174131,0.904611167590916,72.5,36.4,91.1,4,7344,12
643511,2023,"FF/SI/SL",3372,-0.020729537366548,90.1,0.566723005844092,0.295606322822864,0.83783968886532,72.5,90.5,10.5,3,6744,6
607259,2025,"CH/CU/FC/FF/SI/SL",7734,-0.00974398758727696,55.4,0.566644423953077,0.284912945635591,0.848375902270563,72.4,85.1,19,6,38655,30
669060,2025,"CH/CU/FC/FF/SI",2544,0.00849528301886792,11.5,0.566632586385173,0.25523893548363,0.878026237286716,72.4,63.2,63.3,5,10176,20
593619,2023,"CH/FF/SI/SL",954,-0.0130723270440252,67.7,0.566570159952049,0.291007925885866,0.842132394018232,72.3,88.2,13.1,4,2862,12
605182,2024,"CH/CU/FC/FF/SI/ST",909,0.00992739273927393,10.3,0.566566721743024,0.237499454073422,0.895633989412626,72.3,44.4,84.4,6,4545,30
678394,2024,"CH/FF/SI/SL/ST",8127,-0.00921077888519749,53.2,0.566519995052815,0.269879318589769,0.863160671515861,72.2,75.1,39.2,5,32508,20
519242,2025,"CH/FF/SI/SL",6093,-0.0172368291482029,81.4,0.566509643185427,0.231815401516613,0.901203884854242,72.2,38.6,89,4,18279,12
607237,2024,"FF/SL",312,0.000961538461538463,21.4,0.56650430768836,0.228575294926152,0.904433320450568,72.2,36,90.9,2,309,2
668970,2025,"FF/SI/ST",516,-0.00569186046511628,38.8,0.566503629014075,0.244417815042524,0.888589442985626,72.1,52.4,77,3,1032,6
677976,2025,"CH/FF/SI/SL",237,-0.0213417721518987,90.8,0.566447751325975,0.281698344576513,0.851197158075437,72.1,83.3,22.2,4,711,12
655889,2025,"FF/SI/SL",1293,-0.0210185614849188,90.5,0.566437608852133,0.259274709745844,0.873600507958422,72,66.4,56.3,3,2586,6
663531,2024,"FC/FF/FS/SI/ST",1410,-0.00907659574468085,52.8,0.566414893102207,0.281439224181056,0.851390562023357,72,83.1,22.5,5,5568,20
518585,2023,"FC/FF/FS/SI/SL",3357,-0.0104030384271671,57.7,0.566397449571148,0.279439293198401,0.853355605943896,72,81.5,24.6,5,13428,20
596133,2023,"CH/FC/FF/KC/SI/SL/ST",6774,0.0065881310894597,13.3,0.566379367049188,0.281992899682916,0.85076583441546,71.9,83.6,21.6,7,40644,42
665660,2025,"CH/FF/SI/SL",2295,-0.00858954248366013,50.5,0.566370834310212,0.288467059754014,0.844274608866409,71.9,86.9,14.8,4,6885,12
621383,2025,"CH/FF/SI/SL/ST",3252,-0.0149594095940959,74.2,0.56636982006412,0.27039842622343,0.862341213904809,71.8,75.5,37.8,5,13008,20
601713,2023,"CU/FC/FF/FS/SL/ST",7146,-0.0117581863979849,63,0.566369397641381,0.241963779317226,0.890775015965535,71.8,49.5,79.8,6,35730,30
572888,2023,"FC/FF/ST",126,-0.00907142857142857,52.7,0.566367230046653,0.285927695674073,0.846806764419234,71.7,85.8,17.5,3,204,6
661269,2024,"CH/CU/FF/SL",240,-0.0088,51.6,0.566359605886534,0.2346403584607,0.898078853312367,71.7,41.7,86.8,4,720,12
592351,2024,"CH/CU/FF/SL",4860,-0.0119487654320988,63.6,0.566357325365013,0.26582312630148,0.866891524428545,71.7,71.8,44.2,4,14580,12
592773,2023,"FF/FS/SL",2592,-0.0111701388888889,60.7,0.566330594451221,0.249794149033732,0.88286703986871,71.6,58.5,70.2,3,5184,6
592826,2023,"CH/FF/SI/SL",1950,-0.00974307692307692,55.4,0.566322377817475,0.254059176670114,0.878585578964835,71.6,62.4,64,4,5832,12
643361,2024,"CH/FC/FF",453,-0.0363046357615894,99,0.566304599431524,0.275676237481021,0.856932961382027,71.5,79.5,29.6,3,900,6
641927,2024,"CH/CU/FF/SL/ST",8076,-0.0164160475482912,79,0.566302104892956,0.233631921085634,0.898972288700277,71.5,40.8,87.5,5,32304,20
686613,2024,"CH/FC/FF/KC/SI/SL",8667,-0.010944617514711,60,0.566264602472304,0.271703614440103,0.860825590504504,71.4,76.8,35.8,6,43335,30
628452,2023,"CH/FF/SI/SL",2610,-0.0117367816091954,62.8,0.566248798030499,0.294746814028761,0.837750782032237,71.4,90.3,10.4,4,7830,12
669022,2023,"CH/CU/FF/SL/ST",7380,-0.0030650406504065,30.1,0.566248249144528,0.257859031494314,0.874637466794741,71.4,65.2,58,5,29520,20
640451,2025,"CU/FF/FS/SL",501,-0.033059880239521,98.5,0.566246757845231,0.245519247382904,0.886974268307559,71.3,53.9,75.2,4,1503,12
592662,2025,"CH/FF/KC/SL/ST",9207,-0.0115158031932225,62,0.56623936581283,0.260809153614646,0.871669578011013,71.3,67.9,52.8,5,36828,20
668941,2023,"CH/FF/SI/SL",1644,-0.0239981751824818,93.8,0.566220340928271,0.277939073461396,0.854501608395146,71.2,80.8,26.2,4,4923,12
656257,2023,"FC/FF/ST",2040,-0.00651323529411765,41.5,0.56619188359159,0.220468276074592,0.911915491108587,71.2,28.3,93.7,3,4080,6
664192,2023,"CU/FF/SI",2085,-0.0102978417266187,57.3,0.566190168967637,0.256079762733641,0.876300575201634,71.2,63.8,61.1,3,4116,6
680684,2025,"CH/FF/SI/SL/ST",1641,0.00757038391224863,12.6,0.566159802060546,0.273431326634384,0.858888277486708,71.1,77.8,32.5,5,6564,20
678606,2025,"CH/SI/SL",3624,-0.0126009933774834,65.3,0.56615659193382,0.281122876413677,0.851190307453964,71.1,82.7,22.2,3,7248,6
680704,2024,"FF/FS/SI/SL",3009,-0.00486839481555334,36.1,0.566101666460373,0.258449665507574,0.873753667413172,71,65.8,56.5,4,9027,12
477132,2023,"CH/CU/FF/FS/SL",6075,-0.0163076543209877,78.7,0.56604516969636,0.255001222486933,0.877089116905786,71,62.9,62.1,5,24228,20
694361,2024,"CU/FF/SL",438,0.0149657534246575,6.7,0.56604317971657,0.236352092558737,0.895734266874404,70.9,43.4,84.6,3,876,6
676760,2025,"CH/FC/FF/ST",492,-0.0375853658536585,99.2,0.565993726715115,0.249361738711645,0.882625714718585,70.9,57.9,70,4,1476,12
693821,2025,"CH/FF/SI/SL",7542,-0.0037255369928401,32,0.565939062393592,0.286691752381297,0.845186372405887,70.9,86.1,15.9,4,22626,12
696147,2023,"SI/SL",948,-0.0123006329113924,64.6,0.565923090691286,0.231177375373171,0.900668806009401,70.8,38.3,88.7,2,933,2
445276,2024,"FC/SI/SL/ST",2403,-0.0226816479400749,92.3,0.565913105217886,0.271529505991165,0.860296704444607,70.8,76.5,35.2,4,7209,12
657424,2025,"CH/CU/FF/SI/SL/ST",1593,-0.0101337099811676,56.7,0.565877079202381,0.253464933050765,0.878289225353996,70.7,61.9,63.7,6,7965,30
642232,2024,"CH/FC/FF/SI/ST",4542,-0.0221611624834874,91.9,0.565866889205226,0.261780534209036,0.869953244201417,70.7,68.8,49.7,5,18108,20
670950,2025,"CH/FF/SL",348,0.00822413793103448,11.8,0.565833748322938,0.257500772806754,0.874166723839123,70.6,64.9,57.1,3,696,6
657697,2024,"CU/FC/ST",534,-0.0185056179775281,85.1,0.565827193823719,0.240053331327821,0.891601056319618,70.6,47.2,80.8,3,1026,6
598286,2023,"CH/FF/SI/SL/ST",1974,-0.0160045592705167,77.9,0.565800050998582,0.267849479091002,0.863750622906162,70.6,73.5,40.1,5,7884,20
686839,2023,"FF/SI/SL/ST",1956,-0.00969018404907975,55.1,0.565779537219686,0.270674979559538,0.860884094879835,70.5,75.7,35.9,4,5814,12
500779,2023,"CH/CU/FF/SI/SV",3687,-0.0109186330349878,59.8,0.565773590797223,0.232613578624336,0.89893360297011,70.5,39.6,87.4,5,14748,20
593576,2025,"CH/FF/FS/SI/SL",1641,0.00579159049360146,14.1,0.565748028072137,0.297246008971019,0.834250047173254,70.4,91,8.5,5,6564,20
678606,2024,"CH/FF/SI/SL",1428,-0.027046218487395,96.4,0.565733531882421,0.3135010794156,0.817965984349243,70.4,96.4,2.9,4,4284,12
664123,2024,"CH/FF/SI/ST",165,-0.00261818181818182,29.3,0.56569969577995,0.309525578329606,0.821873813230294,70.4,95.5,3.7,4,495,12
608334,2025,"CH/CU/FF/SI/SL",1383,-0.0107874186550976,59.4,0.565677329389587,0.268882415288085,0.862472243491089,70.3,74.3,38,5,5520,20
554431,2024,"FF/SL",537,0.0128994413407821,7.9,0.565670758342844,0.221955618289528,0.909385898396159,70.3,29.6,92.9,2,525,2
544727,2023,"FF/FS/SI/SL",768,0.0015859375,20.2,0.565620554759259,0.293730120226532,0.837510989291987,70.2,89.7,10.3,4,2304,12
605513,2024,"CH/CU/FF/SI/SL/ST",2748,-0.0153646288209607,75.5,0.565606900834291,0.263535789682401,0.867678011986181,70.2,69.9,45.6,6,13740,30
667463,2025,"CH/CU/FF/SI/SL",2346,0.000167519181585678,23,0.565565724127553,0.256168574585597,0.874962873669509,70.1,64,58.7,5,9384,20
663568,2024,"CH/FC/FF/SI/SL/ST",2391,-0.00614178168130489,39.8,0.565550919894974,0.274398142276257,0.85670369751369,70.1,78.5,29.2,6,11955,30
681799,2024,"FC/SI/ST",1422,-0.00428059071729958,33.9,0.565526575737977,0.215985512968257,0.915067638507697,70.1,23.9,94.6,3,2838,6
666168,2023,"CU/FF/SI/SL",2676,-0.00393161434977578,32.7,0.565520615776084,0.221607370188204,0.909433861363965,70,29.3,93,4,8010,12
663462,2024,"FF/SL/ST",357,0.0383949579831933,1.6,0.565442794115925,0.238281103609336,0.892604484622514,70,45.3,82,3,702,6
642546,2023,"CH/SI/SL",1659,-0.00229475587703436,28.4,0.565397554993377,0.266589177606657,0.864205932380098,69.9,72.4,40.7,3,3318,6
621389,2023,"CH/CU/FC/FF/SI",3789,0.00282818685669042,17.7,0.56536109039877,0.290134493889032,0.840587686908509,69.9,87.8,12.2,5,15156,20
676755,2024,"CH/FF/SL",300,-0.03674,99.1,0.565343044471776,0.282072074761338,0.848614014182214,69.8,83.7,19.2,3,600,6
683769,2024,"CH/FF/SL",3225,-0.0301637209302326,97.7,0.565327107744108,0.242929991247097,0.887724224241119,69.8,50.7,76.2,3,6450,6
593423,2024,"FC/FF/FS/SI/SL/ST",7899,-0.00765134827193316,46.4,0.565313130980091,0.28568010264826,0.844946159311921,69.8,85.6,15.5,6,39495,30
684320,2025,"FF/FS/SI/SL",3477,-0.0142769628990509,72.2,0.565293560807779,0.24446624163567,0.886120879979888,69.7,52.5,74.4,4,10422,12
690953,2025,"CH/CU/FF/SI/SL/ST",2160,-0.00355277777777778,31.5,0.565268037757753,0.240878474322343,0.889657601193164,69.7,48.2,78.7,6,10800,30
518585,2025,"FF/FS/SI/SL",2376,-0.0136085858585859,69.8,0.565257447427453,0.262809223613206,0.8677056712417,69.6,69.6,45.7,4,7128,12
605397,2023,"CH/CU/FC/FF/SI/SL",4650,-0.0158161290322581,77.3,0.56520834208734,0.252341005293979,0.8780756788807,69.6,60.8,63.5,6,23220,30
541640,2025,"CH/CU/FC/FF/SI",474,-0.00657594936708861,41.9,0.565204508106911,0.291069212719068,0.839339803494754,69.6,88.3,11.1,5,1896,20
669212,2023,"CH/CU/FF/SL",3567,-0.00786963835155593,47.4,0.565166034854462,0.248798367015905,0.881533702693019,69.5,57.5,68.4,4,10701,12
657044,2023,"FF/SI/SL",1332,-0.0234887387387387,92.8,0.565161158858392,0.278138533118732,0.852183784598052,69.5,81,23.6,3,2658,6
666711,2025,"FF/SI/SL",945,-0.0238603174603175,93.4,0.565140546385247,0.254986597537887,0.875294495232608,69.4,62.8,59.4,3,1890,6
657265,2023,"CH/FF/SI/ST",1959,-0.0125053598774885,65.1,0.565128182993859,0.246234685483558,0.88402168050416,69.4,54.7,71.8,4,5805,12
542914,2023,"FF/FS/SI/SL",972,-0.00821913580246914,48.9,0.565121988340256,0.238904212533706,0.891339764146806,69.3,45.8,80.4,4,2916,12
677161,2023,"CH/FF/SL",537,-0.0100502793296089,56.5,0.565058469790419,0.240599268704066,0.889517670876771,69.3,47.7,78.5,3,1020,6
681343,2025,"CH/CU/FF/SI/SL",7254,-0.0142613730355666,72.1,0.565037647457105,0.261871908783946,0.868203386130263,69.3,68.9,46.5,5,28980,20
642232,2025,"CH/FC/FF/SI/ST",3051,-0.00708947885939036,44,0.565027969363952,0.257904923314974,0.872151015412929,69.2,65.3,54,5,12204,20
666157,2024,"CH/CU/FF/SI",5592,-0.0110359442060086,60.2,0.56498728255691,0.261582332152649,0.868392232961172,69.2,68.6,46.9,4,16767,12
683155,2023,"CH/FC/FF/SL/ST",495,0.00505454545454545,14.9,0.564967405096495,0.2295009899785,0.90043382021449,69.1,36.8,88.5,5,1980,20
669438,2024,"CH/FC/FF/SI/SL/SV",1095,0.000216438356164383,22.8,0.564955509872593,0.285118838662764,0.844792181082423,69.1,85.2,15.3,6,5475,30
622663,2023,"CH/FC/FF/SI/SL/ST",4908,0.00392298288508557,16.1,0.564927759426038,0.255246437479653,0.874609081372423,69,63.2,58,6,24540,30
650895,2023,"CH/FF/SI/SL",483,-0.0072360248447205,44.7,0.564871580410525,0.314553283958325,0.815189876862725,69,96.6,2.6,4,1449,12
687798,2023,"CH/FF/SL/ST",1176,0.00565051020408163,14.3,0.564869954613593,0.231118531624147,0.898621377603039,69,38.2,87.1,4,3528,12
544150,2024,"CH/CU/FC/FF",6702,-0.00658146821844226,42,0.564799854970181,0.244317020621598,0.885282689318764,68.9,52.2,73.3,4,20061,12
669467,2025,"FF/KC/SI/SL",8160,-0.00466323529411765,35.3,0.564790185133889,0.275266610490874,0.854313759776903,68.9,79.2,25.9,4,24453,12
670766,2023,"CH/SI/ST",336,0.00720535714285714,13,0.56478749624625,0.266540688577433,0.863034303915065,68.8,72.3,39,3,636,6
676961,2024,"CH/CU/FC/FF/SI/ST",189,0.00173015873015873,19.8,0.564757241598875,0.244780965039405,0.884733518158346,68.8,53,72.7,6,900,30
500779,2025,"CH/CU/FF/SI/SV",6522,-0.00965363385464581,55,0.564752121560286,0.239169639837394,0.890334603283177,68.8,46.2,79.5,5,26088,20
666808,2024,"FC/SI/SL",3348,-0.00683960573476702,43.1,0.564735252104123,0.271519450572776,0.857951053635469,68.7,76.4,31.4,3,6678,6
669432,2025,"CH/FF/SI/SL/ST",4878,-0.0279237392373924,96.8,0.564732242487051,0.282702295655583,0.846762189318518,68.7,84.1,17.5,5,19512,20
434378,2023,"CH/CU/FF/SL",7806,-0.0160641813989239,78.2,0.564707530346755,0.226642074692405,0.902772986001105,68.6,34,89.9,4,23418,12
666120,2025,"CH/CU/FF",609,0.0172315270935961,5.8,0.564695939459292,0.270253812828067,0.859138066090517,68.6,75.4,33.1,3,1218,6
607200,2024,"CH/FC/FF/SI/ST",8673,-0.0104278796264268,57.8,0.564690188725945,0.289593645312806,0.839786732139084,68.5,87.6,11.4,5,34692,20
666214,2024,"CH/CU/FC/FF",3672,-0.0095,54.2,0.564654109893173,0.249439960574218,0.879868259212129,68.5,58,65.9,4,11016,12
642547,2025,"CH/CU/FF/SL",9258,-0.0144306545690214,72.8,0.564608986830933,0.234182409926875,0.895035563734991,68.5,41.4,83.9,4,27774,12
686563,2025,"CH/FC/FF/SI/ST",5379,0.00146291132180703,20.5,0.564599121777075,0.269380538025299,0.859817705528851,68.4,74.7,34.4,5,21516,20
671111,2025,"CH/FF/SI/SL",459,-0.0131503267973856,68.3,0.564567122516132,0.281094726504443,0.848039518527822,68.4,82.7,18.6,4,1368,12
606303,2025,"FF/SI/SL",1347,0.00631403118040089,13.7,0.564538880193491,0.199962388715975,0.929115371671007,68.3,12.6,97,3,2658,6
695418,2025,"CH/FF/SI/SL",6384,-0.00816823308270677,48.7,0.564523177792673,0.301301380404207,0.827744975181138,68.3,92.1,5.3,4,19134,12
657006,2024,"CH/CU/FF/SI/SL",6138,-0.0202487781036168,89.2,0.564520795288719,0.253086916879404,0.875954673698035,68.3,61.5,60.6,5,24552,20
669923,2025,"CH/FF/FS/KC/SI/SL",6258,-0.0101021093000959,56.6,0.564499312332031,0.244591396465639,0.884407228198422,68.2,52.7,72.4,6,31290,30
680744,2024,"FC/FF/FS/KC/SI/SL",1209,-0.00986600496277916,55.8,0.564462707694011,0.256552845110532,0.87237257027749,68.2,64.3,54.4,6,6045,30
656546,2025,"FF/FS/SI/SL",3384,-0.00984131205673759,55.7,0.564444959120246,0.267425891148355,0.861464027092138,68.1,73.1,36.6,4,10143,12
668941,2024,"CH/FF/SI/SL",2757,-0.0103906420021763,57.6,0.564336375355085,0.258954245430555,0.869718505279615,68.1,66.1,49.2,4,8262,12
595897,2025,"FF/SI/SL",249,-0.0060722891566265,39.7,0.564310776302551,0.258561778473599,0.870059774131504,68,65.9,49.9,3,486,6
622072,2023,"CH/SI/SL",5118,-0.00913247362250879,52.9,0.564275480460231,0.247843716736962,0.880707244183501,68,56.5,67.1,3,10224,6
517008,2023,"FC/FF",186,0.00104838709677419,21.2,0.564268581118422,0.301526466415994,0.827010695820851,68,92.2,5,2,186,2
669145,2023,"CH/CU/FF/SI/SL",645,-0.00245116279069767,28.9,0.564254520437945,0.272961225861957,0.855547815013933,67.9,77.5,27.6,5,2580,20
596001,2023,"CH/FF/SI/SL",4146,-0.00560492040520984,38.4,0.564235093363845,0.244066330605694,0.884403856121996,67.9,51.8,72.4,4,12438,12
656240,2025,"FF/FS/SL",2133,-0.00681575246132208,43.1,0.564185963352419,0.298234092733914,0.830137833970923,67.8,91.3,6.3,3,4230,6
657006,2025,"CH/CU/FF/SI/SL",939,-0.00941214057507987,53.7,0.564185607947225,0.235815750001384,0.892555465893067,67.8,42.9,81.9,5,3756,20
476595,2023,"CU/FC/SI/ST",849,-0.00480918727915194,35.9,0.564159005574669,0.231990933290494,0.896327077858844,67.7,39,85.2,4,2538,12
641816,2023,"FC/FF/FS/SL",1260,-0.00633095238095238,40.7,0.564120314409595,0.225722300339232,0.902518328479958,67.7,33.2,89.7,4,3780,12
622072,2024,"CH/SI/SL",2268,0.00342063492063492,16.7,0.564108547600603,0.241185505329082,0.887031589872125,67.7,48.6,75.4,3,4530,6
622786,2024,"CH/FF/SI/SL",1932,-0.0238804347826087,93.6,0.564099412683394,0.263459112788488,0.864739712578299,67.6,69.8,41.5,4,5760,12
663558,2025,"CH/FC/FF",240,-0.0044875,34.4,0.564097487386259,0.256436680367051,0.871758294405467,67.6,64.3,53,3,444,6
607074,2024,"CH/CU/FC/FF/SL",9306,-0.00803384912959381,48,0.564093233044343,0.244322658092551,0.883863807996136,67.5,52.2,71.6,5,37212,20
663158,2023,"CH/FF/SI/SL",1347,-0.024086859688196,93.9,0.56402503580499,0.297832796723262,0.830217274886717,67.5,91.3,6.3,4,4005,12
621244,2024,"CH/FC/FF/SI/SV",8721,-0.0130983832129343,67.9,0.564018575931054,0.251867373688312,0.876169778173796,67.5,60,60.9,5,34884,20
